id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
18818,7560,7560,,,Visit the website to begin chatting with a live counselor.,None Provided,,,,,,,,Sexual Orientation Counseling,,,active,,http://www.thetrevorproject.org,
18846,7561,7561,,,"To schedule an appointment, download and complete an intake form and fax or email to info@casa-us.org. Then call main number to confirm that the Intake Coordinator received the form and schedule an appointment with the attorneys.",None Provided,,,,,,,,Divorce Assistance,,,active,,http://www.casa-us.org,
18841,7561,7561,,,"To schedule an appointment, download and complete an intake form and fax or email to info@casa-us.org. Then call main number to confirm that the Intake Coordinator received the form and schedule an appointment with the attorneys.",None Provided,,,,,,,,Immigration/Naturalization Legal Services,,,active,,http://www.casa-us.org,
18843,7561,7561,,,"To schedule an appointment, download and complete an intake form and fax or email to info@casa-us.org. Then call main number to confirm that the Intake Coordinator received the form and schedule an appointment with the attorneys.",None Provided,,,,,,,,Immigrant Visa Application Filing Assistance,,,active,,http://www.casa-us.org,
18842,7561,7561,,,"To schedule an appointment, download and complete an intake form and fax or email to info@casa-us.org. Then call main number to confirm that the Intake Coordinator received the form and schedule an appointment with the attorneys.",None Provided,,,,,,,,Naturalization Support/Legal Services,,,active,,http://www.casa-us.org,
18845,7561,7561,,,"To schedule an appointment, download and complete an intake form and fax or email to info@casa-us.org. Then call main number to confirm that the Intake Coordinator received the form and schedule an appointment with the attorneys.",None Provided,,,,,,,,Relief from Removal/Other Immigration Relief,,,active,,http://www.casa-us.org,
18853,7562,7562,,,Must fill out the Intake Form Paralegals document and fax it.,None Provided,,,,,,,,Immigrant Visa Application Filing Assistance,,,active,,http://www.casa-us.org,
18856,7562,7562,,,Must fill out the Intake Form Paralegals document and fax it.,None Provided,,,,,,,,Comprehensive Immigration/Naturalization Services,,,active,,http://www.casa-us.org,
18855,7562,7562,,,Must fill out the Intake Form Paralegals document and fax it.,None Provided,,,,,,,,Work Permits,,,active,,http://www.casa-us.org,
18854,7562,7562,,,Must fill out the Intake Form Paralegals document and fax it.,None Provided,,,,,,,,Immigrant/Refugee Employment Programs,,,active,,http://www.casa-us.org,
18863,7564,7564,,,"To learn more, make an appointment, or inquire about eligibility, please call.",None Provided,,,,,,,,Domestic/Family Violence Legal Services,,,active,,http://www.casa-us.org,
18865,7565,7565,,,Call to schedule an appointment or for more information.,None Provided,,,,,,,,Information and Referral,,,active,,http://www.casa-us.org,
18867,7566,7566,,,Must call the Outreach or Intake Coordinator and employees will add their email address in a specific database created only to send job opportunities.,None Provided,,,,,,,,Job Search/Placement,,,active,,http://www.casa-us.org,
18869,7567,7567,,,"Can walk-in and must bring the following documents. Assisted provided on a first come first serve basis:\n\n* W-2 and 1099 forms you received from your employer.\n* Information on any other income received.\n* Information about deductions or credits you wish to claim.\n* A copy of last yearGÇÖs tax return.\n* Your Social Security card and those of your spouse and/or dependents. \n* Photo identification of yourself, your spouse, and all adults appearing on the return.\n* A voided check if you want your refund in your bank account.",None Provided,,,,,,,,Tax Preparation Assistance,,,active,,http://www.casa-us.org,
18871,7568,7568,,,Call and speak to the Intake or Outreach Coordinator,None Provided,,,,,,,,Comprehensive Information and Referral,,,active,,http://www.casa-us.org,
18874,7569,7569,,,Call to schedule an appointment or for more information.\n\nLlamada para concertar una cita o para m+ís informaci+¦n.,None Provided,,,,,,,,Financial Management Workshops,,,active,,http://www.casa-us.org,
18875,7569,7569,,,Call to schedule an appointment or for more information.\n\nLlamada para concertar una cita o para m+ís informaci+¦n.,None Provided,,,,,,,,Homebuyer/Home Purchase Counseling,,,active,,http://www.casa-us.org,
18873,7569,7569,,,Call to schedule an appointment or for more information.\n\nLlamada para concertar una cita o para m+ís informaci+¦n.,None Provided,,,,,,,,English as a Second Language,,,active,,http://www.casa-us.org,
18876,7569,7569,,,Call to schedule an appointment or for more information.\n\nLlamada para concertar una cita o para m+ís informaci+¦n.,None Provided,,,,,,,,General Sexuality/Reproductive Health Education,,,active,,http://www.casa-us.org,
18877,7569,7569,,,Call to schedule an appointment or for more information.\n\nLlamada para concertar una cita o para m+ís informaci+¦n.,None Provided,,,,,,,,Family Preservation Programs,,,active,,http://www.casa-us.org,
18888,7570,7570,,,Must call first for initial appointment before showing up to location.,None Provided,,,,,,,,Marriage Counseling,,,active,,,
18892,7570,7570,,,Must call first for initial appointment before showing up to location.,None Provided,,,,,,,,Divorce Counseling,,,active,,,
18891,7570,7570,,,Must call first for initial appointment before showing up to location.,None Provided,,,,,,,,Bereavement Counseling,,,active,,,
18887,7570,7570,,,Must call first for initial appointment before showing up to location.,None Provided,,,,,,,,Adolescent/Youth Counseling,,,active,,,
18902,7571,7571,,,Must call to make appointment.,None Provided,,,,,,,,Discrimination Assistance,,,active,,http://www.floridajusticeinstitute.org,
21616,7572,7572,,,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://bbbsmiami.org,
18908,7572,7572,,,Can call or visit the website to complete an inquiry application. A staff member will then follow-up with a call for more information.,None Provided,,,,,,,,Adult/Child Mentoring Programs,,,active,,http://bbbsmiami.org,
18963,7575,7575,,,Provide proper ID or medical insurance during registration.,None Provided,,,,,,,,In Person Crisis Intervention,,,active,,http://westchestergeneralhospital.com/southern-winds-hospital/,
18962,7575,7575,,,Provide proper ID or medical insurance during registration.,None Provided,,,,,,,,Specialized Information and Referral,,,active,,http://westchestergeneralhospital.com/southern-winds-hospital/,
18964,7576,7576,,,"To become a Project L.E.A.D. tutor or an Adult Learner, call or eGÇæmail projectlead@mdpls.org.",None Provided,,,,,,,,Adult Literacy Programs,,,active,,http://www.mdpls.org/special-services/project-lead.html,
18969,7579,7579,,,"To pick up the free phone, bring documentation to this location",None Provided,,,,,,,,Telecommunication Relay Services,,,active,,http://www.ftri.org,
18970,7580,7580,,,"To pick up free phone, bring documentation to this location",None Provided,,,,,,,,Telecommunication Relay Services,,,active,,http://www.ftri.org,
18971,7581,7581,,,"To pick up free phone, bring documentation to this location",None Provided,,,,,,,,Telecommunication Relay Services,,,active,,http://www.ftri.org,
18984,7583,7583,,,Call or walk in to pharmacy.,None Provided,,,,,,,,AIDS/HIV Clinics,,,active,,http://www.aidshealth.org,
18987,7585,7585,,,Staff will guide you through your first appointment.\nWill meet with the Benefits Counselor who will conduct a financial and benefits screening and complete registration.\nWill review benefits eligibility.  \nWill receive a new client orientation and a tour of the site.,None Provided,,,,,,,,AIDS/HIV Clinics,,,active,,http://www.aidshealth.org,
18993,7586,7586,,,"Must make an appointment with refugee liaison (239) 252-7300.\nClients must bring passport and/or parole card and/or immigration documents to register for an appointment.\nCopies of immunization and medical records, medications, and x-rays should be brought to your first appointment.",None Provided,,,,,,,,Adolescent/Adult Immunizations,,,active,,http://collier.floridahealth.gov,
18992,7586,7586,,,"Must make an appointment with refugee liaison (239) 252-7300.\nClients must bring passport and/or parole card and/or immigration documents to register for an appointment.\nCopies of immunization and medical records, medications, and x-rays should be brought to your first appointment.",None Provided,,,,,,,,General Physical Examinations,,,active,,http://collier.floridahealth.gov,
18998,7587,7587,,,"Must make an appointment and must bring proof of household income, address, and identification. The parent/caretaker of infants and children must also provide identification.\n\nIf eligible, enrollment forms will be completed during appointment.",None Provided,,,,,,,,Nutrition Education,,,active,,http://collier.floridahealth.gov,
18997,7587,7587,,,"Must make an appointment and must bring proof of household income, address, and identification. The parent/caretaker of infants and children must also provide identification.\n\nIf eligible, enrollment forms will be completed during appointment.",None Provided,,,,,,,,Nutrition Assessment Services,,,active,,http://collier.floridahealth.gov,
19000,7588,7588,,,"Must make an appointment and must bring proof of household income, address, and identification. The parent/caretaker of infants and children must also provide identification.\n\nIf eligible, enrollment forms will be completed during appointment.",None Provided,,,,,,,,Nutrition Assessment Services,,,active,,http://collier.floridahealth.gov/,
19001,7588,7588,,,"Must make an appointment and must bring proof of household income, address, and identification. The parent/caretaker of infants and children must also provide identification.\n\nIf eligible, enrollment forms will be completed during appointment.",None Provided,,,,,,,,Nutrition Education,,,active,,http://collier.floridahealth.gov/,
19003,7589,7589,,,Call for more information.,None Provided,,,,,,,,Tuberculosis Screening,,,active,,http://collier.floridahealth.gov,
19004,7589,7589,,,Call for more information.,None Provided,,,,,,,,Tuberculosis Control,,,active,,http://collier.floridahealth.gov,
19006,7590,7590,,,Must bring picture ID,None Provided,,,,,,,,Sexually Transmitted Disease Screening,,,active,,http://collier.floridahealth.gov,
19007,7590,7590,,,Must bring picture ID,None Provided,,,,,,,,Safer Sex Education,,,active,,http://collier.floridahealth.gov,
19008,7591,7591,,,By appointment with the ADAP case manager,None Provided,,,,,,,,AIDS Drug Assistance Programs,,,active,,http://collier.floridahealth.gov,
19010,7593,7593,,,By appointment with a case manager.,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.floridahealth.gov/chdcollier/,
19011,7594,7594,,,Must bring picture ID,None Provided,,,,,,,,HIV Testing,,,active,,http://collier.floridahealth.gov,
19012,7595,7595,,,* Must register at Florida Department of Health-Collier County sites.\n* Must bring child's immunization record of vaccines given to date.,None Provided,,,,,,,,Childhood Immunizations,,,active,,http://collier.floridahealth.gov,
19013,7596,7596,,,Register with medical records. Bring available immunization records and forms required for specific school or employment entrance.\nMust bring picture ID,None Provided,,,,,,,,Adolescent/Adult Immunizations,,,active,,http://collier.floridahealth.gov,
19014,7597,7597,,,Bring documentation of past vaccines if available,None Provided,,,,,,,,Pneumococcal Pneumonia Immunizations,,,active,,http://collier.floridahealth.gov,
19015,7597,7597,,,Bring documentation of past vaccines if available,None Provided,,,,,,,,Flu Vaccines,,,active,,http://collier.floridahealth.gov,
22183,7598,7598,,,Must make an appointment.,None Provided,,,,,,,,Contraception,,,active,,http://collier.floridahealth.gov,
22184,7598,7598,,,Must make an appointment.,None Provided,,,,,,,,Birth Control Counseling,,,active,,http://collier.floridahealth.gov,
19035,7599,7599,,,"Advanced registration is required, call to register or e-mail\tmguerrer@msmc.com",None Provided,,,,,,,,Breastfeeding Support Programs,,,active,,http://www.msmc.com,
19037,7600,7600,,,"For registration, please e-mail: shalombaby@tbsmb.org",None Provided,,,,,,,,Childbirth Education,,,active,,http://www.msmc.com,
19040,7601,7601,,,"Advanced registration is required, call or email mguerrer@msmc.com",None Provided,,,,,,,,Child Passenger Safety Education,,,active,,http://www.msmc.com,
19039,7601,7601,,,"Advanced registration is required, call or email mguerrer@msmc.com",None Provided,,,,,,,,Infant/Child CPR Instruction,,,active,,http://www.msmc.com,
19068,7603,7603,,,Visit website for application,None Provided,,,,,,,,Summer Camps,,,active,,http://www.sunflowersacademyprep.com/,
19069,7604,7604,,,Identification and any necessary referral or medical records,None Provided,,,,,,,,Dietary Services,,,active,,http://www.jhsmiami.org,
19070,7604,7604,,,Identification and any necessary referral or medical records,None Provided,,,,,,,,Clinical Weight Loss Programs,,,active,,http://www.jhsmiami.org,
19071,7605,7605,,,None,None Provided,,,,,,,,Homework Help Programs,,,active,,http://www.dadeschools.net,
19072,7606,7606,,,None,None Provided,,,,,,,,Non-Emergency Crime Reporting,,,active,,http://www.miamidade.gov/Police/,
19077,7608,7608,,,Must bring the following:\n\n* Recent paystubs covering 60 days\n* 2 most recent complete bank statements\n* Most recent filed tax return\n\nDownload forms available online.,None Provided,,,,,,,,Credit Counseling,,,active,,http://floridahelp.org/credit-rehabilitation-counseling/,
19079,7609,7609,,,Call or e-mail: Kathleen@collierhousing.com and provide the following:\n\n* Provide date(s) you wish to attend\n* Name(s) of attendees\n* Address & Phone Number where you would like to receive enrollment confirmation call.,None Provided,,,,,,,,Homebuyer/Home Purchase Counseling,,,active,,http://floridahelp.org/forclosure-prevention-counseling/,
19085,7610,7610,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Extended Child Care,,,active,,http://girlscoutsfl.org,
19091,7611,7611,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Extended Child Care,,,active,,http://girlscoutsfl.org,
19092,7612,7612,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Extended Child Care,,,active,,http://girlscoutsfl.org,
19118,7613,7613,,,Call to begin the intake process,None Provided,,,,,,,,Mortgage Delinquency and Default Counseling,,,active,,http://www.nhssf.org,
19120,7614,7614,,,Call to begin the intake process,None Provided,,,,,,,,First Time Buyer Home Loans,,,active,,http://www.nhssf.org,
21617,7616,7616,,,All intakes are done through the telephone,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.dadefamily.com,
19132,7617,7617,,,All intakes are done through the telephone.,None Provided,,,,,,,,Psychiatric Rehabilitation,,,active,,http://www.dadefamily.com,
19136,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Parent Counseling,,,active,,http://www.EvesHope.Info,
19139,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Adoption Counseling and Support,,,active,,http://www.EvesHope.Info,
19140,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Parenting Skills Classes,,,active,,http://www.EvesHope.Info,
19135,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Fetal Ultrasound,,,active,,http://www.EvesHope.Info,
19137,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Pro-Choice Pregnancy Counseling,,,active,,http://www.EvesHope.Info,
19138,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Pro-Life Pregnancy Counseling,,,active,,http://www.EvesHope.Info,
19134,7618,7618,,,Appointment or walk-in,None Provided,,,,,,,,Pregnancy Testing,,,active,,http://www.EvesHope.Info,
19165,7621,7621,,,None; Please visit http://us.reachout.com/,None Provided,,,,,,,,Blogging/Microblogging Web Services,,,active,,http://us.reachout.com/,
19181,7622,7622,,,Varies on case status and individual needs,None Provided,,,,,,,,Comprehensive Family Law Services,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19182,7623,7623,,,Varies on case status and individual needs,None Provided,,,,,,,,Comprehensive Family Law Services,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19183,7623,7623,,,Varies on case status and individual needs,None Provided,,,,,,,,Small Claims Advisory Programs,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19184,7624,7624,,,Varies on case status and individual needs,None Provided,,,,,,,,Comprehensive Family Law Services,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19189,7625,7625,,,Varies on case status and individual needs,None Provided,,,,,,,,Domestic/Family Violence Legal Services,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19191,7626,7626,,,Varies on case status and individual needs,None Provided,,,,,,,,Lawyer Referral Services,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19193,7627,7627,,,Varies on case status and individual needs,None Provided,,,,,,,,Juvenile Diversion,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19197,7629,7629,,,Varies on case status and individual needs,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19204,7632,7632,,,Visit the website or e-mail the Clerk's office at CollierClerk@CollierClerk.com.,None Provided,,,,,,,,Child Support Assistance/Enforcement,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19214,7637,7637,,,Varies on case status and individual needs,None Provided,,,,,,,,Probation,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19216,7638,7638,,,Varies on case status and individual needs,None Provided,,,,,,,,Process Services,,,active,,http://www.ca.cjis20.org/home/main/homepage.asp,
19323,7645,7645,,,Call to register,None Provided,,,,,,,,Extended Child Care,,,active,,,
22335,7647,7647,,,Call or visit website for more information.,None Provided,,,,,,,,Free School Supplies,,,active,,http://www.miamidade.gov/district01/home.asp,
19409,7648,7648,,,Call or visit website for more information.,None Provided,,,,,,,,School Supplies,,,active,,http://www.miamidade.gov/district02/home.asp,
22336,7648,7648,,,Call or visit website for more information.,None Provided,,,,,,,,Health Fairs,,,active,,http://www.miamidade.gov/district02/home.asp,
22337,7649,7649,,,Call or visit website for more information.,None Provided,,,,,,,,Health Fairs,,,active,,http://www.miamidade.gov/district03/home.asp,
19381,7649,7649,,,Call or visit website for more information.,None Provided,,,,,,,,Eye Examinations,,,active,,http://www.miamidade.gov/district03/home.asp,
22342,7649,7649,,,Call or visit website for more information.,None Provided,,,,,,,,Free School Supplies,,,active,,http://www.miamidade.gov/district03/home.asp,
22338,7655,7655,,,Call or visit website for more information.,None Provided,,,,,,,,Free School Supplies,,,active,,http://www.miamidade.gov/district09/home.asp,
22339,7657,7657,,,Call or visit website for more information.,None Provided,,,,,,,,Free School Supplies,,,active,,http://www.miamidade.gov/district11/home.asp,
22340,7659,7659,,,Call or visit website for more information.,None Provided,,,,,,,,Free School Supplies,,,active,,http://www.miamidade.gov/district13/home.asp,
19410,7660,7660,,,Students chosen are those who have low reading levels by school personnel through standardized testing.,None Provided,,,,,,,,Early Literacy Development Programs,,,active,,http://www.cismiami.org,
19411,7661,7661,,,Students chosen are those who have low reading levels by school personnel through standardized testing.,None Provided,,,,,,,,Early Literacy Development Programs,,,active,,http://www.cismiami.org,
19412,7662,7662,,,Students chosen are those who have low reading levels by school personnel through standardized testing.,None Provided,,,,,,,,Early Literacy Development Programs,,,active,,http://www.cismiami.org,
19413,7663,7663,,,Students chosen are those who have low reading levels by school personnel through standardized testing.,None Provided,,,,,,,,Early Literacy Development Programs,,,active,,http://www.cismiami.org,
19414,7664,7664,,,Students chosen are those who have low reading levels by school personnel through standardized testing.,None Provided,,,,,,,,Early Literacy Development Programs,,,active,,http://www.cismiami.org,
19421,7671,7671,,,Call to enroll in the program,None Provided,,,,,,,,Disciplinary Alternative Education Programs,,,active,,http://www.cismiami.org,
19422,7672,7672,,,Call to enroll in the program,None Provided,,,,,,,,Disciplinary Alternative Education Programs,,,active,,http://www.cismiami.org,
19461,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Home Delivered Meals,,,active,,http://www.firstqualityhomecare.com,
19451,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Home Nursing,,,active,,http://www.firstqualityhomecare.com,
19452,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Physical Therapy,,,active,,http://www.firstqualityhomecare.com,
19453,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Occupational Therapy,,,active,,http://www.firstqualityhomecare.com,
19460,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Friendly Visiting,,,active,,http://www.firstqualityhomecare.com,
19454,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Personal Care,,,active,,http://www.firstqualityhomecare.com,
19459,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Escort Programs,,,active,,http://www.firstqualityhomecare.com,
19455,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.firstqualityhomecare.com,
19456,7674,7674,,,Please call main number to speak with the Intake Coordinator,None Provided,,,,,,,,Adult In Home Respite Care,,,active,,http://www.firstqualityhomecare.com,
19495,7675,7675,,,Call for assistance with registration,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.a4lmiami.org,
19529,7676,7676,,,"* Recipient must reside in Collier or Lee County, meet specific income requirements and complete paperwork.\n* An appointment is required & priority, walk-ins will be served as best as possible.",None Provided,,,,,,,,Ongoing Emergency Food Assistance,,,active,,http://www.jfcsswfl.org/index.html,
21986,7677,7677,,,Must call to make an appointment first,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.jfcsswfl.org/index.html,
21987,7677,7677,,,Must call to make an appointment first,None Provided,,,,,,,,Adult Out of Home Respite Care,,,active,,http://www.jfcsswfl.org/index.html,
19632,7678,7678,,,* School Registration packet\n* Physical and vaccinations records required\n* Bus authorization required,None Provided,,,,,,,,Behavioral Learning Therapy,,,active,,http://klcschools.com,
19633,7678,7678,,,* School Registration packet\n* Physical and vaccinations records required\n* Bus authorization required,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://klcschools.com,
19629,7678,7678,,,* School Registration packet\n* Physical and vaccinations records required\n* Bus authorization required,None Provided,,,,,,,,Extended Child Care,,,active,,http://klcschools.com,
19630,7678,7678,,,* School Registration packet\n* Physical and vaccinations records required\n* Bus authorization required,None Provided,,,,,,,,Homework Help Programs,,,active,,http://klcschools.com,
19631,7678,7678,,,* School Registration packet\n* Physical and vaccinations records required\n* Bus authorization required,None Provided,,,,,,,,Subject Tutoring,,,active,,http://klcschools.com,
19636,7679,7679,,,Call to register with the office,None Provided,,,,,,,,Extended Child Care,,,active,,http://www.fanm.org,
19684,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Pediatrics,,,active,,http://www.borinquenhealth.org,
19685,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Podiatry/Foot Care,,,active,,http://www.borinquenhealth.org,
19681,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Eye Care,,,active,,http://www.borinquenhealth.org,
19682,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Internal Medicine,,,active,,http://www.borinquenhealth.org,
19683,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Obstetrics/Gynecology,,,active,,http://www.borinquenhealth.org,
19680,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Dental Care,,,active,,http://www.borinquenhealth.org,
19679,7683,7683,,,Must call to make an appointment.\n\nChild Immunizations:\n* Must bring immunization records.\n* Parent or guardian must be present\n* Clinic is walk-in (on that Saturday only),None Provided,,,,,,,,Childhood Immunizations,,,active,,http://www.borinquenhealth.org,
19725,7685,7685,,,Call for more information,None Provided,,,,,,,,Home Water Use Surveys,,,active,,http://my.sfwmd.gov,
19726,7685,7685,,,Call for more information,None Provided,,,,,,,,Water Conservation Enforcement,,,active,,http://my.sfwmd.gov,
19850,7686,7686,,,Register and pay online at:\nhttp://bitly.com/register2015-16   \n\nFor More Information: Please contact Eric Taylor at the main number or via e-mail at etaylor@ymcasouthflorida.org,None Provided,,,,,,,,Disability Related Sports,,,active,,http://ymcaofsouthflorida.org/,
19736,7687,7687,,,None,None Provided,,,,,,,,Specialized Information and Referral,,,active,,http://www.arthritis.org/florida/,
19737,7687,7687,,,None,None Provided,,,,,,,,Public Awareness/Education,,,active,,http://www.arthritis.org/florida/,
19784,7689,7689,,,Call or email to register.,None Provided,,,,,,,,Expectant/New Parent Assistance,,,active,,http://www.pediatrics.med.miami.edu/community-outreach/families-first-network/,
19783,7689,7689,,,Call or email to register.,None Provided,,,,,,,,Child Development Classes,,,active,,http://www.pediatrics.med.miami.edu/community-outreach/families-first-network/,
19821,7691,7691,,,Must call for enrollment in services provided,None Provided,,,,,,,,Summer Camps,,,active,,http://www.fcmiami.org/,
19822,7691,7691,,,Must call for enrollment in services provided,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.fcmiami.org/,
19857,7692,7692,,,None,None Provided,,,,,,,,Specialized Information and Referral,,,active,,http://www.dadeschools.net,
22037,7693,7693,,,Individuals must present a referral form that could be completed by the self or other providers in the community.\n\nA valid form of identification is required along with health insurance information if applicable.,None Provided,,,,,,,,Case/Care Management,,,active,,,
19974,7694,7694,,,For intakes please contact us using the following email for an appointment: hpreval@prevalandassociates.net,None Provided,,,,,,,,Adoptive Home Studies,,,active,,http://www.prevalandassociates.net,
19971,7694,7694,,,For intakes please contact us using the following email for an appointment: hpreval@prevalandassociates.net,None Provided,,,,,,,,Adoption Evaluation/Placement,,,active,,http://www.prevalandassociates.net,
19973,7694,7694,,,For intakes please contact us using the following email for an appointment: hpreval@prevalandassociates.net,None Provided,,,,,,,,Parental Visitation Monitoring,,,active,,http://www.prevalandassociates.net,
20053,7699,7699,,,Must have a referral from pediatrician or an authorization for an evaluation.,None Provided,,,,,,,,Behavior Modification,,,active,,http://bbinaples.com/,
20052,7699,7699,,,Must have a referral from pediatrician or an authorization for an evaluation.,None Provided,,,,,,,,Language Therapy,,,active,,http://bbinaples.com/,
20051,7699,7699,,,Must have a referral from pediatrician or an authorization for an evaluation.,None Provided,,,,,,,,Speech Therapy,,,active,,http://bbinaples.com/,
20054,7699,7699,,,Must have a referral from pediatrician or an authorization for an evaluation.,None Provided,,,,,,,,Pediatric Occupational Therapy,,,active,,http://bbinaples.com/,
20082,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Sexuality/Reproductive Health Education,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20083,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Sexually Transmitted Disease Treatment,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20084,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Gynecology Services,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20073,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Sexually Transmitted Disease Screening,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20072,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,HIV Testing,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20080,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Pregnancy Testing,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20077,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Birth Control Counseling,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20076,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Abortions,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20078,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Contraception,,,active,,http://www.plannedparenthood.org/ppsoflo/,
20079,7700,7700,,,"* Should make an appointment, but walk-ins are welcomed until 1 hour prior to closing. \n* All other services require an appointment. \n* Emergency contraception (morning after pill), you can walk in any time the health center is open.",None Provided,,,,,,,,Emergency Contraception,,,active,,http://www.plannedparenthood.org/ppsoflo/,
