id,location_id,contact_id,organization_id,service_id,number,vanity_number,extension,department,number_type,country_prefix
3401,3401,3401,3401,,305-231-0555,,,,voice,
3403,3403,3403,3403,,800-465-4837,,,,voice,
3411,3411,3411,3411,,727-845-3030,,,,voice,
3413,3413,3413,3413,,305-364-0020,,212.0,,voice,
3424,3424,3424,3424,,305-925-1260,,,,voice,
3426,3426,3426,3426,,305-271-5121,,,,voice,
3430,3430,3430,3430,,850-922-7213,,,,voice,
3431,3431,3431,3430,,305-292-3485,,,,voice,
3434,3434,3434,3434,,800-872-3722,,,,voice,
3436,3436,3436,3436,,305-226-0030,,,,voice,
3437,3437,3437,3436,,305-226-0030,,,,voice,
3438,3438,3438,3438,,786-243-8000,,,,voice,
3441,3441,3441,3441,,305-264-5252,,,,voice,
3445,3445,3445,3445,,866-347-2423,,,,voice,
3447,3447,3447,3445,,305-207-2001,,,,voice,
3448,3448,3448,3448,,305-279-9164,,,,voice,
3449,3449,3449,3448,,305-279-9164,,,,voice,
3457,3457,3457,3457,,305-440-1743,,,,voice,
3459,3459,3459,3459,,305-558-4544,,103.0,,voice,
3464,3464,3464,3464,,305-635-2297,,,,voice,
3466,3466,3466,3466,,305-358-9572,,,,voice,
3468,3468,3468,3468,,305-667-4069,,,,voice,
3470,3470,3470,3470,,305-267-2700,,227.0,,voice,
3471,3471,3471,3470,,305-267-2700,,227.0,,voice,
3472,3472,3472,3472,,305-372-6789,,,,voice,
3473,3473,3473,3472,,305-372-6770,,,,voice,
3474,3474,3474,3472,,305-372-6955,,,,voice,
3475,3475,3475,3472,,305-372-6784,,,,voice,
3476,3476,3476,3476,,800-432-5646,,,,voice,
3478,3478,3478,3478,,305-809-1111,,,,voice,
3480,3480,3480,3480,,305-293-7500,,,,voice,
3483,3483,3483,3480,,305-809-5680,,,,voice,
3484,3484,3484,3480,,305-289-2708,,,,voice,
3485,3485,3485,3480,,305-809-5280,,,,voice,
3487,3487,3487,3480,,305-853-7400,,,,voice,
3488,3488,3488,3488,,305-444-9259,,,,voice,
3500,3500,3500,3500,,305-295-5150,,,,voice,
3502,3502,3502,3502,,305-735-1929,,,,voice,
3509,3509,3509,3509,,305-294-8812,,,,voice,
3510,3510,3510,3509,,305-294-8812,,25.0,,voice,
3511,3511,3511,3509,,305-294-8812,,25.0,,voice,
3513,3513,3513,3513,,305-292-3594,,,,voice,
3514,3514,3514,3513,,305-451-2396,,,,voice,
3515,3515,3515,3513,,305-743-5156,,,,voice,
3516,3516,3516,3513,,305-664-4645,,,,voice,
3517,3517,3517,3513,,305-872-0992,,,,voice,
3518,3518,3518,3513,,305-292-3595,,,,voice,
3519,3519,3519,3519,,305-292-3400,,,,voice,
3520,3520,3520,3519,,305-292-3400,,,,voice,
3521,3521,3521,3519,,305-292-3400,,,,voice,
3523,3523,3523,3519,,305-292-3400,,,,voice,
3524,3524,3524,3519,,305-292-3400,,3691.0,,voice,
3527,3527,3527,3527,,305-576-0886,,,,voice,
3528,3528,3528,3527,,305-576-0886,,,,voice,
3529,3529,3529,3527,,305-576-0886,,,,voice,
3532,3532,3532,3532,,305-743-4129,,,,voice,
3536,3536,3536,3536,,305-292-4511,,,,voice,
3537,3537,3537,3536,,305-292-4533,,,,voice,
3538,3538,3538,3536,,305-292-4408,,,,voice,
3539,3539,3539,3539,,305-434-3000,,,,voice,
3544,3544,3544,3544,,855-698-4223,,,,voice,
3546,3546,3546,3546,,800-344-9453,,,,voice,
3547,3547,3547,3546,,305-872-2239,,,,voice,
3550,3550,3550,3550,,305-292-4522,,,,voice,
3551,3551,3551,3550,,305-295-5166,,,,voice,
3552,3552,3552,3550,,305-872-3990,,,,voice,
3553,3553,3553,3550,,305-743-3346,,,,voice,
3554,3554,3554,3550,,305-852-7133,,,,voice,
3562,3562,3562,3562,,786-701-2780,,,,voice,
3563,3563,3563,3562,,786-701-2780,,,,voice,
3574,3574,3574,3574,,305-296-5628,,65392.0,,voice,
3575,3575,3575,3574,,305-296-5628,,65392.0,,voice,
3578,3578,3578,3578,,305-255-0601,,,,voice,
3580,3580,3580,3580,,850-245-7105,,,,voice,
3584,3584,3584,3584,,877-211-0444,,,,voice,
3586,3586,3586,3586,,954-262-8350,,,,voice,
3589,3589,3589,3586,,954-262-5730,,,,voice,
3596,3596,3596,3596,,305-296-9081,,,,voice,
3600,3600,3600,3600,,305-899-3100,,,,voice,
3602,3602,3602,3602,,352-332-4636,,,,voice,
3604,3604,3604,3604,,305-743-4440,,,,voice,
3606,3606,3606,3604,,305-292-6647,,,,voice,
3608,3608,3608,3604,,305-292-6647,,,,voice,
3611,3611,3611,3611,,786-547-7738,,,,voice,
3612,3612,3612,3611,,786-208-0714,,,,voice,
3617,3617,3617,3617,,305-296-6196,,,,voice,
3621,3621,3621,3621,,305-296-7000,,,,voice,
3625,3625,3625,3625,,212-243-6900,,,,voice,
3627,3627,3627,3627,,305-434-7660,,31221.0,,voice,
3628,3628,3628,3627,,305-434-7660,,31221.0,,voice,
3629,3629,3629,3627,,305-434-7660,,31221.0,,voice,
3638,3638,3638,3627,,305-434-7660,,31221.0,,voice,
3639,3639,3639,3627,,305-434-7660,,31221.0,,voice,
3640,3640,3640,3627,,305-434-7660,,31221.0,,voice,
3642,3642,3642,3627,,305-434-7660,,31221.0,,voice,
3643,3643,3643,3643,,305-740-5763,,,,voice,
3645,3645,3645,3645,,305-947-7292,,,,voice,
3647,3647,3647,3647,,888-201-7873,,,,voice,
3649,3649,3649,3649,,305-597-9494,,,,voice,
3656,3656,3656,3656,,305-596-9040,,,,voice,
3665,3665,3665,3665,,305-541-8320,,,,voice,
3666,3666,3666,3665,,305-541-8320,,,,voice,
3669,3669,3669,3669,,202-466-3825,,,,voice,
3670,3670,3670,3669,,888-668-2528,,,,voice,
3671,3671,3671,3671,,239-658-3000,,,,voice,
3672,3672,3672,3671,,239-658-6363,,,,voice,
3673,3673,3673,3671,,239-774-1850,,,,voice,
3674,3674,3674,3671,,239-445-5105,,,,voice,
3675,3675,3675,3671,,239-394-0693,,,,voice,
3676,3676,3676,3671,,239-262-3669,,,,voice,
3679,3679,3679,3671,,239-591-1755,,,,voice,
3680,3680,3680,3671,,239-353-4101,,,,voice,
3681,3681,3681,3671,,239-775-3052,,,,voice,
3682,3682,3682,3671,,239-775-2220,,,,voice,
3683,3683,3683,3671,,239-658-3013,,,,voice,
3702,3702,3702,3702,,786-728-1817,,,,voice,
3732,3732,3732,3732,,305-969-7440,,105.0,,voice,
3733,3733,3733,3732,,305-969-7440,,105.0,,voice,
3735,3735,3735,3732,,305-969-7440,,105.0,,voice,
3787,3787,3787,3787,,305-221-0411,,,,voice,
3788,3788,3788,3787,,305-552-1319,,,,voice,
3789,3789,3789,3789,,866-693-6748,,,,voice,
3791,3791,3791,3791,,305-758-0591,,,,voice,
3796,3796,3796,3796,,800-843-4372,,,,voice,
3798,3798,3798,3798,,800-537-2238,,,,voice,
3804,3804,3804,3804,,202-282-8000,,,,voice,
3805,3805,3805,3804,,305-863-5000,,,,voice,
3806,3806,3806,3806,,202-514-2000,,,,voice,
3807,3807,3807,3806,,786-433-6340,,,,voice,
3808,3808,3808,3806,,954-660-4500,,,,voice,
3809,3809,3809,3809,,305-685-8190,,,,voice,
3810,3810,3810,3809,,305-685-8190,,,,voice,
3811,3811,3811,3809,,305-685-8190,,,,voice,
3812,3812,3812,3812,,305-693-4860,,,,voice,
3814,3814,3814,3814,,877-876-2455,,,,voice,
3816,3816,3816,3816,,754-703-2000,,,,voice,
3818,3818,3818,3818,,305-470-2500,,,,voice,
3822,3822,3822,3822,,800-232-4636,,,,voice,
3823,3823,3823,3822,,800-232-4636,,,,voice,
3824,3824,3824,3824,,888-757-6500,,,,voice,
3825,3825,3825,3824,,888-757-6500,,,,voice,
3826,3826,3826,3826,,305-270-4916,,,,voice,
3827,3827,3827,3826,,305-270-4916,,,,voice,
3829,3829,3829,3829,,305-499-8683,,,,voice,
3830,3830,3830,3829,,305-499-8670,,,,voice,
3831,3831,3831,3829,,305-499-8683,,,,voice,
3835,3835,3835,3835,,305-558-9700,,,,voice,
3921,3921,3921,3921,,305-455-6000,,,,voice,
3922,3922,3922,3921,,855-786-5437,,,,voice,
3927,3927,3927,3927,,239-433-3900,,222.0,,voice,
3929,3929,3929,3929,,813-964-1964,,,,voice,
3931,3931,3931,3931,,407-839-4357,,,,voice,
3941,3941,3941,3941,,305-221-0011,,,,voice,
3942,3942,3942,3941,,305-221-0011,,,,voice,
3949,3949,3949,3949,,305-234-1645,,,,voice,
3960,3960,3960,3960,,239-455-2655,,100.0,,voice,
3961,3961,3961,3960,,239-793-0059,,,,voice,
3962,3962,3962,3960,,239-455-0520,,,,voice,
3965,3965,3965,3965,,239-461-0334,,,,voice,
3967,3967,3967,3967,,305-441-0506,,,,voice,
3969,3969,3969,3969,,239-657-8311,,,,voice,
3971,3971,3971,3971,,954-735-9600,,,,voice,
3972,3972,3972,3971,,305-351-2783,,,,voice,
3973,3973,3973,3973,,850-922-1300,,,,voice,
3974,3974,3974,3973,,305-479-3233,,,,voice,
3979,3979,3979,3979,,305-891-7323,,,,voice,
3980,3980,3980,3979,,305-891-7323,,,,voice,
3981,3981,3981,3979,,305-891-7323,,,,voice,
3982,3982,3982,3982,,305-759-9805,,,,voice,
3983,3983,3983,3982,,305-254-7784,,,,voice,
3984,3984,3984,3984,,786-351-7377,,,,voice,
3988,3988,3988,3988,,305-538-0090,,,,voice,
3989,3989,3989,3988,,305-538-0090,,,,voice,
3990,3990,3990,3990,,305-883-5007,,,,voice,
3991,3991,3991,3990,,305-883-5007,,,,voice,
3994,3994,3994,3994,,386-253-0564,,,,voice,
4000,4000,4000,4000,,305-387-0051,,,,voice,
4009,4009,4009,4009,,305-674-3020,,,,voice,
4017,4017,4017,4017,,786-430-1051,,,,voice,
4030,4030,4030,4030,,305-754-8985,,,,voice,
4032,4032,4032,4032,,818-773-9999,,,,voice,
4033,4033,4033,4032,,866-935-8811,,,,voice,
4035,4035,4035,3359,,800-962-2873,,,,voice,
4038,4038,4038,4030,,305-754-8444,,,,voice,
4043,4043,4043,3338,,305-756-6877,,,,voice,
4044,4044,4044,1311,,305-253-5100,,,,voice,
4046,4046,4046,2,,305-631-4211,,1161.0,,voice,
4048,4048,4048,2,,305-358-1640,,1113.0,,voice,
4049,4049,4049,101,,305-754-7044,,,,voice,
4050,4050,4050,2896,,305-649-6449,,241.0,,voice,
4051,4051,4051,4051,,305-960-5166,,,,voice,
4052,4052,4052,4051,,305-960-5166,,,,voice,
4053,4053,4053,2766,,305-749-8627,,,,voice,
4054,4054,4054,2766,,305-749-8600,,,,voice,
4058,4058,4058,2098,,305-653-2474,,,,voice,
4060,4060,4060,2,,305-358-4357,,1161.0,,voice,
4061,4061,4061,2,,305-646-3600,,1161.0,,voice,
4063,4063,4063,2,,305-377-8336,,1161.0,,voice,
4064,4064,4064,2,,305-643-2501,,1161.0,,voice,
4069,4069,4069,2,,305-646-3606,,1177.0,,voice,
4070,4070,4070,2,,305-631-4264,,1161.0,,voice,
4071,4071,4071,304,,305-919-4594,,,,voice,
4073,4073,4073,1980,,305-642-7600,,,,voice,
4074,4074,4074,4074,,305-416-0435,,207.0,,voice,
4076,4076,4076,4074,,305-416-0435,,204.0,,voice,
4077,4077,4077,4077,,305-246-0460,,,,voice,
4078,4078,4078,4077,,305-246-0460,,,,voice,
4080,4080,4080,546,,305-637-3558,,,,voice,
4082,4082,4082,2410,,305-349-6020,,204.0,,voice,
4089,4089,4089,4089,,305-893-6211,,,,voice,
4090,4090,4090,4089,,305-893-6211,,,,voice,
4092,4092,4092,1837,,305-243-6660,,,,voice,
4094,4094,4094,60,,305-960-4980,,,,voice,
4100,4100,4100,425,,305-758-4485,,2257.0,,voice,
4101,4101,4101,425,,305-758-4485,,2257.0,,voice,
4102,4102,4102,425,,305-758-4485,,2257.0,,voice,
4104,4104,4104,2551,,305-222-2128,,,,voice,
4105,4105,4105,2551,,305-258-1945,,,,voice,
4106,4106,4106,2551,,305-755-7848,,,,voice,
4110,4110,4110,1606,,305-576-0080,,,,voice,
4112,4112,4112,1606,,305-576-0080,,,,voice,
4114,4114,4114,2872,,305-759-8500,,,,voice,
4118,4118,4118,3546,,800-344-9453,,,,voice,
4119,4119,4119,3546,,800-344-9453,,,,voice,
4120,4120,4120,4120,,305-646-7210,,,,voice,
4121,4121,4121,4120,,305-446-8209,,,,voice,
4122,4122,4122,4120,,305-779-7301,,,,voice,
4124,4124,4124,4120,,305-460-8203,,,,voice,
4126,4126,4126,4126,,305-553-1168,,,,voice,
4128,4128,4128,4126,,305-553-1168,,,,voice,
4131,4131,4131,4131,,800-621-3362,,,,voice,
4138,4138,4138,3600,,305-899-3726,,,,voice,
4143,4143,4143,2771,,786-388-3000,,,,voice,
4144,4144,4144,2771,,786-380-5514,,,,voice,
4152,4152,4152,3343,,305-559-8838,,,,voice,
4160,4160,4160,3150,,305-573-4871,,,,voice,
4167,4167,4167,2492,,305-243-3669,,,,voice,
4168,4168,4168,2714,,786-581-7821,,,,voice,
4169,4169,4169,4169,,305-821-9970,,,,voice,
4170,4170,4170,4169,,305-274-5105,,,,voice,
4171,4171,4171,4169,,305-685-6010,,,,voice,
4180,4180,4180,2060,,305-899-8087,,,,voice,
4181,4181,4181,2060,,305-899-8087,,,,voice,
4182,4182,4182,4182,,305-668-4902,,,,voice,
4183,4183,4183,4182,,305-668-4902,,,,voice,
4188,4188,4188,4188,,305-933-2333,,,,voice,
4190,4190,4190,4190,,877-767-2229,,103.0,,voice,
4194,4194,4194,4194,,305-652-3311,,,,voice,
4195,4195,4195,4194,,305-652-3311,,,,voice,
4196,4196,4196,4196,,305-245-7288,,,,voice,
4198,4198,4198,4196,,305-245-7288,,,,voice,
4199,4199,4199,4196,,305-245-7288,,,,voice,
4200,4200,4200,4196,,305-245-7288,,,,voice,
4201,4201,4201,4196,,305-245-7288,,,,voice,
4205,4205,4205,4205,,786-397-9525,,,,voice,
4213,4213,4213,4213,,305-461-0999,,,,voice,
4218,4218,4218,4218,,305-262-0099,,,,voice,
4227,4227,4227,860,,786-260-0160,,,,voice,
4229,4229,4229,2109,,305-891-3456,,,,voice,
4231,4231,4231,2242,,305-200-8926,,,,voice,
4232,4232,4232,588,,305-576-6611,,,,voice,
4235,4235,4235,4235,,954-963-0991,,,,voice,
4242,4242,4242,639,,954-384-0344,,,,voice,
4249,4249,4249,4249,,855-383-1291,,,,voice,
4250,4250,4250,4249,,855-383-1291,,,,voice,
4252,4252,4252,4249,,800-260-7129,,,,voice,
4254,4254,4254,4249,,855-383-1291,,,,voice,
4255,4255,4255,4249,,800-260-7129,,,,voice,
4257,4257,4257,874,,305-856-2288,,,,voice,
4259,4259,4259,874,,305-856-2288,,,,voice,
4261,4261,4261,4249,,855-383-1291,,,,voice,
4262,4262,4262,4262,,305-854-2882,,,,voice,
4268,4268,4268,4262,,786-586-2713,,,,voice,
4270,4270,4270,4262,,305-854-2882,,,,voice,
4271,4271,4271,4262,,305-854-2882,,,,voice,
4272,4272,4272,4262,,305-887-4140,,,,voice,
4277,4277,4277,4277,,305-693-3508,,,,voice,
4279,4279,4279,4279,,786-467-9935,,,,voice,
4281,4281,4281,2754,,305-244-6454,,,,voice,
4285,4285,4285,2956,,786-331-5000,,,,voice,
4286,4286,4286,2956,,786-331-5000,,,,voice,
4287,4287,4287,2956,,786-331-5000,,,,voice,
4288,4288,4288,2956,,786-331-5000,,,,voice,
4289,4289,4289,2956,,786-331-5000,,,,voice,
4290,4290,4290,2956,,786-331-5000,,,,voice,
4291,4291,4291,2956,,786-331-5000,,,,voice,
4292,4292,4292,2956,,786-331-5000,,,,voice,
4293,4293,4293,4293,,305-374-3751,,,,voice,
4295,4295,4295,4295,,305-625-6237,,,,voice,
4299,4299,4299,4299,,305-246-1193,,,,voice,
4303,4303,4303,4299,,305-246-1193,,,,voice,
4306,4306,4306,4299,,305-246-1193,,,,voice,
4309,4309,4309,4309,,800-916-4893,,,,voice,
4317,4317,4317,3212,,800-246-7743,,,,voice,
4318,4318,4318,2259,,305-234-0490,,,,voice,
4319,4319,4319,2259,,305-271-8790,,,,voice,
4326,4326,4326,4326,,305-621-1929,,,,voice,
4327,4327,4327,4326,,305-621-1929,,,,voice,
4328,4328,4328,4328,,305-752-0042,,,,voice,
4329,4329,4329,4328,,305-752-0042,,,,voice,
4336,4336,4336,4336,,786-349-5363,,,,voice,
4337,4337,4337,4336,,786-349-5363,,,,voice,
4338,4338,4338,4338,,323-860-5200,,,,voice,
4339,4339,4339,4338,,305-538-1400,,,,voice,
4344,4344,4344,109,,305-687-2227,,,,voice,
4345,4345,4345,2364,,305-416-1532,,,,voice,
4347,4347,4347,109,,305-722-7160,,,,voice,
4351,4351,4351,101,,305-835-1565,,,,voice,
4352,4352,4352,101,,305-418-2768,,,,voice,
4356,4356,4356,789,,305-424-3125,,,,voice,
4357,4357,4357,789,,305-825-0300,,,,voice,
4358,4358,4358,789,,305-424-3120,,,,voice,
4382,4382,4382,4382,,786-369-5130,,,,voice,
4383,4383,4383,4382,,305-237-3880,,,,voice,
4384,4384,4384,4384,,305-577-4771,,,,voice,
4386,4386,4386,4386,,786-385-9509,,,,voice,
4390,4390,4390,4390,,800-577-2638,,316.0,,voice,
4395,4395,4395,2956,,786-331-4925,,,,voice,
4396,4396,4396,4396,,786-487-9777,,,,voice,
4397,4397,4397,4396,,786-487-9777,,,,voice,
4398,4398,4398,1431,,800-227-2345,,,,voice,
4400,4400,4400,1431,,800-227-2345,,,,voice,
4402,4402,4402,1431,,800-227-2345,,,,voice,
4407,4407,4407,1431,,786-596-6566,,,,voice,
4414,4414,4414,3229,,305-289-2779,,,,voice,
4415,4415,4415,3229,,786-624-5700,,,,voice,
4416,4416,4416,3229,,305-349-1330,,,,voice,
4417,4417,4417,3229,,305-349-1330,,,,voice,
4418,4418,4418,304,,305-348-2626,,,,voice,
4419,4419,4419,3791,,305-652-6095,,,,voice,
4420,4420,4420,3791,,954-880-8399,,,,voice,
4421,4421,4421,4421,,305-887-4233,,,,voice,
4422,4422,4422,4421,,305-887-4233,,125.0,,voice,
4423,4423,4423,4423,,305-667-5543,,,,voice,
4425,4425,4425,4425,,305-667-5595,,,,voice,
4426,4426,4426,4425,,305-667-5595,,,,voice,
4427,4427,4427,4427,,786-288-5320,,,,voice,
4428,4428,4428,4427,,786-288-5320,,,,voice,
4431,4431,4431,1402,,305-751-1295,,106.0,,voice,
4436,4436,4436,323,,800-772-1213,,,,voice,
4437,4437,4437,323,,800-772-1213,,,,voice,
4438,4438,4438,2194,,305-598-6607,,,,voice,
4439,4439,4439,4439,,202-273-1000,,,,voice,
4441,4441,4441,2194,,800-733-5627,,,,voice,
4442,4442,4442,2194,,877-872-5627,,,,voice,
4443,4443,4443,2194,,954-424-0242,,,,voice,
4444,4444,4444,2194,,305-620-3100,,,,voice,
4445,4445,4445,2194,,305-257-4800,,,,voice,
4455,4455,4455,2551,,305-694-4889,,,,voice,
4459,4459,4459,2551,,786-315-5295,,,,voice,
4460,4460,4460,2551,,305-388-4771,,,,voice,
4468,4468,4468,2429,,305-357-6622,,,,voice,
4473,4473,4473,2429,,305-357-6622,,,,voice,
4487,4487,4487,835,,786-433-8626,,,,voice,
4494,4494,4494,4494,,305-854-2973,,,,voice,
4692,4692,4692,2051,,305-444-1944,,306.0,,voice,
4721,4721,4721,238,,305-571-2217,,,,voice,
4792,4792,4792,4792,,305-275-0461,,,,voice,
4806,4806,4806,4806,,305-494-0536,,,,voice,
4807,4807,4807,4807,,305-223-3000,,,,voice,
4809,4809,4809,4809,,800-222-3448,,,,voice,
4810,4810,4810,4810,,305-301-4805,,,,voice,
4814,4814,4814,4814,,954-723-7744,,,,voice,
4815,4815,4815,4815,,800-232-5463,,,,voice,
4816,4816,4816,4816,,800-282-6409,,,,voice,
4832,4832,4832,4832,,786-488-2108,,,,voice,
4835,4835,4835,4835,,305-538-7231,,,,voice,
4840,4840,4840,4338,,305-764-3773,,,,voice,
4842,4842,4842,4338,,954-522-3132,,,,voice,
4863,4863,4863,4815,,800-232-5463,,,,voice,
4869,4869,4869,4869,,866-615-6464,,,,voice,
4872,4872,4872,1893,,305-892-4600,,,,voice,
4874,4874,4874,1893,,305-892-4600,,,,voice,
4883,4883,4883,4883,,561-686-8800,,,,voice,
4884,4884,4884,4883,,305-513-3420,,,,voice,
4891,4891,4891,4891,,305-759-8226,,,,voice,
4897,4897,4897,4835,,305-538-7231,,,,voice,
4900,4900,4900,1311,,305-252-4853,,,,voice,
4903,4903,4903,3426,,305-271-5121,,,,voice,
4905,4905,4905,3426,,305-271-5121,,,,voice,
4909,4909,4909,4909,,305-576-7449,,,,voice,
4915,4915,4915,4915,,786-391-2376,,,,voice,
4916,4916,4916,4916,,305-756-7171,,,,voice,
4917,4917,4917,4916,,305-756-7171,,,,voice,
4919,4919,4919,2872,,305-623-9631,,,,voice,
4920,4920,4920,4920,,305-635-9933,,,,voice,
4922,4922,4922,4922,,305-919-8099,,,,voice,
4927,4927,4927,4927,,866-232-8484,,,,voice,
4935,4935,4935,4935,,305-223-8808,,,,voice,
4937,4937,4937,4937,,888-594-7437,,103.0,,voice,
4940,4940,4940,4940,,800-748-2129,,,,voice,
4949,4949,4949,4949,,866-374-3368,,,,voice,
4960,4960,4960,4074,,305-416-0435,,204.0,,voice,
4961,4961,4961,109,,305-274-8367,,,,voice,
4972,4972,4972,109,,305-274-3172,,3002.0,,voice,
4977,4977,4977,4977,,305-592-9567,,,,voice,
4981,4981,4981,4981,,305-577-0010,,,,voice,
4982,4982,4982,4981,,305-577-0010,,,,voice,
4997,4997,4997,1220,,305-995-7273,,,,voice,
5000,5000,5000,5000,,305-545-1600,,,,voice,
5002,5002,5002,5002,,800-788-9908,,,,voice,
5003,5003,5003,5002,,305-536-6900,,,,voice,
5006,5006,5006,5006,,850-488-0125,,,,voice,
5008,5008,5008,5008,,703-276-0100,,,,voice,
5009,5009,5009,5008,,561-842-1918,,,,voice,
5013,5013,5013,5013,,888-572-8566,,,,voice,
5015,5015,5015,5015,,239-580-8319,,,,voice,
5016,5016,5016,5015,,239-580-8319,,,,voice,
5017,5017,5017,5015,,239-580-8319,,,,voice,
5018,5018,5018,5018,,239-252-8476,,,,voice,
5020,5020,5020,5018,,239-252-8476,,,,voice,
5021,5021,5021,5021,,239-262-6381,,,,voice,
5023,5023,5023,5023,,239-437-6727,,,,voice,
5024,5024,5024,5023,,239-657-3822,,,,voice,
5025,5025,5025,5023,,239-657-3822,,,,voice,
5029,5029,5029,5029,,786-488-2108,,,,voice,
5031,5031,5031,304,,305-348-0567,,,,voice,
5032,5032,5032,304,,305-348-0567,,,,voice,
5035,5035,5035,5035,,239-657-2253,,,,voice,
5036,5036,5036,5035,,239-657-2253,,,,voice,
5037,5037,5037,4423,,305-667-5543,,,,voice,
5039,5039,5039,4423,,305-667-5543,,,,voice,
5041,5041,5041,4423,,305-667-5543,,,,voice,
5042,5042,5042,4423,,305-667-5543,,,,voice,
5044,5044,5044,2652,,305-673-7491,,2319.0,,voice,
5047,5047,5047,5047,,239-692-8779,,,,voice,
5048,5048,5048,5047,,239-692-8779,,,,voice,
5049,5049,5049,5049,,855-749-9653,,,,voice,
5051,5051,5051,5051,,239-248-1120,,,,voice,
5054,5054,5054,5054,,239-262-5409,,,,voice,
5055,5055,5055,5054,,239-262-5409,,,,voice,
5056,5056,5056,5056,,305-794-8529,,,,voice,
5058,5058,5058,5058,,786-399-1236,,,,voice,
5060,5060,5060,1002,,954-967-9474,,,,voice,
5065,5065,5065,5065,,239-774-0500,,,,voice,
5066,5066,5066,5065,,239-774-0500,,,,voice,
5067,5067,5067,5065,,239-774-0500,,,,voice,
5068,5068,5068,5065,,239-774-0500,,124.0,,voice,
5069,5069,5069,5065,,239-774-0500,,124.0,,voice,
5072,5072,5072,5065,,239-657-4090,,,,voice,
5073,5073,5073,5065,,239-353-8746,,,,voice,
5074,5074,5074,1055,,305-856-4886,,,,voice,
5075,5075,5075,5075,,855-846-8376,,,,voice,
5078,5078,5078,5078,,239-353-4800,,,,voice,
5080,5080,5080,1743,,800-287-4033,,,,voice,
5081,5081,5081,5081,,239-352-6366,,,,voice,
5083,5083,5083,5083,,239-774-4434,,,,voice,
5084,5084,5084,5084,,239-252-8432,,,,voice,
5086,5086,5086,5083,,239-252-0722,,,,voice,
5087,5087,5087,5083,,239-252-0722,,,,voice,
5089,5089,5089,5083,,239-252-0714,,,,voice,
5090,5090,5090,5083,,239-252-0722,,,,voice,
5091,5091,5091,5083,,239-252-0700,,,,voice,
5092,5092,5092,5092,,800-825-5736,,,,voice,
5093,5093,5093,5092,,800-825-5736,,,,voice,
5094,5094,5094,5094,,239-455-1080,,,,voice,
5098,5098,5098,5098,,239-263-8383,,232.0,,voice,
5099,5099,5099,5098,,239-263-8383,,,,voice,
5100,5100,5100,5098,,239-263-8383,,231.0,,voice,
5101,5101,5101,5098,,239-263-8383,,,,voice,
5102,5102,5102,5102,,239-657-7711,,,,voice,
5103,5103,5103,5098,,239-263-8383,,223.0,,voice,
5104,5104,5104,5102,,239-657-7711,,,,voice,
5105,5105,5105,5102,,239-657-7711,,,,voice,
5106,5106,5106,5102,,239-657-7711,,,,voice,
5108,5108,5108,5098,,239-263-8383,,,,voice,
5109,5109,5109,5098,,239-263-8383,,,,voice,
5110,5110,5110,5110,,239-261-4404,,,,voice,
5113,5113,5113,5110,,239-261-4404,,,,voice,
5114,5114,5114,5110,,239-261-4404,,,,voice,
5115,5115,5115,5110,,239-261-4404,,,,voice,
5116,5116,5116,5116,,941-955-2122,,,,voice,
5117,5117,5117,5116,,239-566-7425,,,,voice,
5119,5119,5119,5119,,954-484-1824,,,,voice,
5120,5120,5120,5119,,954-484-1824,,,,voice,
5122,5122,5122,5119,,954-484-1824,,,,voice,
5123,5123,5123,2602,,786-507-3999,,,,voice,
5125,5125,5125,5125,,239-252-4541,,,,voice,
5127,5127,5127,5127,,239-596-2988,,,,voice,
5129,5129,5129,5129,,239-252-2273,,,,voice,
5130,5130,5130,5129,,239-252-2273,,,,voice,
5131,5131,5131,5129,,239-252-8387,,,,voice,
5133,5133,5133,1837,,305-243-0234,,,,voice,
5134,5134,5134,5134,,239-252-8200,,,,voice,
5135,5135,5135,5135,,239-775-1667,,,,voice,
5136,5136,5136,5134,,239-252-2672,,,,voice,
5137,5137,5137,5135,,239-775-1667,,,,voice,
5138,5138,5138,5134,,239-252-2672,,,,voice,
5140,5140,5140,5134,,239-252-8200,,,,voice,
5141,5141,5141,5135,,239-775-0443,,,,voice,
5142,5142,5142,5142,,239-643-3908,,,,voice,
5143,5143,5143,5142,,239-732-3750,,,,voice,
5146,5146,5146,5134,,239-252-6058,,,,voice,
5147,5147,5147,5134,,239-252-8207,,,,voice,
5148,5148,5148,5134,,239-252-8595,,,,voice,
5149,5149,5149,5134,,239-252-8207,,,,voice,
5150,5150,5150,5134,,239-252-8593,,,,voice,
5151,5151,5151,5134,,239-252-8593,,,,voice,
5152,5152,5152,5134,,239-252-8593,,,,voice,
5154,5154,5154,5154,,786-712-4589,,,,voice,
5156,5156,5156,5156,,305-292-3423,,,,voice,
5168,5168,5168,1743,,239-596-6868,,,,voice,
5171,5171,5171,5171,,305-296-2258,,,,voice,
5172,5172,5172,1985,,305-743-7111,,203.0,,voice,
5174,5174,5174,5134,,239-252-8593,,,,voice,
5175,5175,5175,5175,,305-649-4730,,501.0,,voice,
5176,5176,5176,5134,,239-252-8207,,,,voice,
5178,5178,5178,5134,,239-252-8207,,,,voice,
5179,5179,5179,5134,,239-252-8207,,,,voice,
5180,5180,5180,5134,,239-252-5530,,,,voice,
5182,5182,5182,5182,,239-432-2223,,,,voice,
