id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
7646,MIAMI-DADE COUNTY BOARD OF COMMISSIONERS,,"The Miami-Dade Board of County Commissioners is the governing body of unincorporated Miami-Dade County and has broad, regional powers to establish policies for Miami-Dade County services. The government provides major metropolitan services countywide and city-type services for residents of unincorporated areas.",,http://www.miamidade.gov/commission/home.asp,,,,,,,
7674,"FIRST QUALITY HOME CARE, INC.",,"First Quality Home Care is a lead agency in partnership with the Alliance for Aging, Department of Children and Families, and the Department for Elder Affairs in home Skilled Nursing, Physical Therapy, Occupational Therapy, Personal Care, Homemaker, Respite, Chores, Companion, Escort, Meal Preparation and Home Delivered Meals. Direct Case Management for LTC through American Elder Care provided as well. In addition offers the LSP Manuel Piniero Diabetic program that offers a Nurse for insulin administration to those patients who are unable to administer the insulin themselves or have no family members to administer regardless of insurance status. \n\nServices through: Medicare, Medicaid, Long term Care, MMA, Medicaid/Long Term care, Community care for Elderly (CCE), Older Americans Act (OAA), Home care for the Elderly (HCE), Adult Persons with Disabilities (APD), Brain & Spinal cord injury Medicaid waiver, Private Pay",,http://www.firstqualityhomecare.com,,,,,,,
7678,"KIDS LEARNING CENTER OF SOUTH DADE III, INC.",KLC 3,Kids Learning Center of South Dade III provides the following programs:\n\n* Afterschool Program \n* Project Bassed Learning\n* Enrichment Activities\n* Home Learning \n* Snack\n* Tutoring\n* Behavior Therapy,,http://klcschools.com,,,,,,,
7681,"ADVOCATE2CREATE, LLC.",,"A2C provides individual and family counseling services, assisting those suffering with anxiety, depression, grief, and adjustment to life events. A2C understands that not all grief's are the same, appropriately tailoring its services to best serve the community.\n\nAs a platform for human rights, and through the founderGÇÖs extended experience with immigration law and suicide grief, A2C provides training and consultation on topics including: Domestic Violence in The World of Immigration and The Effects of Suicide on Those Left Behind, among others.",,http://www.advocate2create.com,,,,,,,
7691,FRIENDSHIP CIRCLE PROJECT OF CHABAD OF KENDALL/PINECREST,,"The Friendship Circle provides Sunday Circle, a monthly Sunday drop off program with various therapies, Mom's Night Out program, after school activities, winter, and summer camp programs, sports programs, and holiday programs. In addition an array of services available to those with disabilities.",,http://www.fcmiami.org/,,,,,,,
7693,"RENAISSANCE COACHING, LLC.",,"Our role is to advocate on behalf of individuals (children and adults) with a Mental Health Diagnosis by providing linking services to other organizations in the area, assisting with medical follow ups and providing case management services. Our ultimate goal is to reduce stressors and prevent symptoms worsening and crisis.\n\n###COL###",,,,,,,,,
7694,"PREVAL AND ASSOCIATES COUNSELING SERVICES, LLC.",,Preval and Associates Counseling Services provides the following services:\n\n* Adoption Home Studies\n* Post Adoption Placement Supervision\n* Individual Counseling\n* Therapeutic Supervised Visitations\n* Supervised Visitations\n* Clinical Supervision for Mental Health Counselor Interns,,http://www.prevalandassociates.net,,,,,,,
7699,"BUILDING BLOCKS, INC.",,"Building Blocks, Inc. is a private integrated practice specializing in speech, language, behavioral and occupational therapy services for children.\n\nThe Building Blocks Team provides assessment and treatment for children with a wide range of deficits in the areas of: \n\n* Communication\n* Speech\n* Behavior\n* Sensory and fine-motor\n* Activities of daily living\n\n###COL###",,http://bbinaples.com/,,,,,,,
7703,DOLPHINS CANCER CHALLENGE,DCC,"The Dolphins Cancer Challenge (DCC) was founded in 2010 by the Miami Dolphins organization as the signature initiative of the Miami Dolphins FoundationGÇÖs health pillar. In part inspired by Dolphins alumnus and long-time radio voice Jim Mad Dog MandichGÇÖs courageous battle with cancer, the DCCGÇÖs mission is to improve peopleGÇÖs lives through financial support for innovative cancer research at South FloridaGÇÖs only academic-based cancer center at University of MiamiGÇÖs Sylvester Comprehensive Cancer Center. Since its inception, the DCC has raised over $16.5 million, donating 100% of participant-raised funds to Sylvester.\n\nSince everyone is affected by cancer, the Dolphins wanted to ensure everyone had an option to participate and fight back. DCC participants come from every neighborhood in South Florida, every economic background, gender, ethnicity and age. DCC has a kids ride, showing kids of all ages they can tackle cancer too! This past year, DCC had over 3000 participants. This includes cyclists, runners, walkers, volunteers, and virtual fundraisers. Our participants come from South FloridaGÇÖs largest companies, UM staff, faculty, students and alumni, Dolphins fans, avid cyclists and everyone in between.",,http://www.DolphinsCancerChallenge.com,,,,,,,
7711,DRUG FREE COLLIER,Substance Abuse Coalition of Collier County,"Drug Free Collier is a coalition of concerned citizens working to protect children from substance abuse. Established in 2005 with the help of key figures in our community, the organization was born out of genuine concern for our local children. Today, Drug Free Collier is a growing coalition of parents, teachers, law enforcement, businesses, religious leaders, health care providers and other community leaders who are finding solutions to reduce the tragic impact of adolescent substance abuse. By collaborating with multiple sectors of our community, Drug Free Collier tracks data, identifies trends & develops strategies to reduce teen substance abuse in Collier County. Operation Medicine Cabinet, Alcohol Vendor Training, and student-led movements like the CORE Society are just a few of our initiatives.\n\n###COL###",,http://www.DrugFreeCollier.org,,,,,,,
7724,BRANCHES - CLIMB YOUTH DEVELOPMENT PROGRAM - LAKEVIEW,,"Climb Youth Development program serves middle and high school students focusing on the development of their individual assets in order to maximize opportunities to become better students and better people.  Through the guidance and support of caring staff and volunteers, Branches youth are able to participate in: Life Skills, Service Projects, College Readiness, OASIS Spring Break Camp, Academic Tutoring, Retreats, selective employment as Summer Guides, and our Branching Out College Scholarships.",,http://www.branchesfl.org,,,,,,,
7726,"CROWNS OF THORNS IMPACT MINISTRIES, INC.",,This program allows the less fortunate to receive food; clothing and shoes free of charge. Clothing for children is also available.,,,,,,,,,
7727,"NEW HOPE ASSEMBLY OF GOD CHURCH, INC.",,Provides spiritual caregiving and counseling services.,,,,,,,,,
7736,"MAGIC LEARNING CENTER, INC.",SPEECH AND OCCUPATIONAL THERAPY INSTITUE CORP.,Magic Learning Center offers Speech and Occupational Therapy and Tutoring services. We provided services from the ages of 0 to 18. Therapists travel to daycares and schools throughout the community.,,http://www.magiclearningcentermiami.com,,,,,,,
7740,"MICHELLE INGROSSO, M.S.ED.",,"Provides individual counseling services for children, adolescents, and adults. Areas of specialization include career counseling, anxiety, depression, self-esteem issues, relationship issues, family conflict, divorce or break-up, womenGÇÖs issues, anger management, caregiver concerns and behavioral issues.",,http://www.michelleingrosso.com,,,,,,,
7742,THE HOUSING AUTHORITY OF THE CITY MIAMI BEACH,HACMB,"The Miami Beach Housing Authority is funded by the U.S. Department of H.U.D. It oversees several low-to-moderate income housing complexes, Section 8 and the Emergency Rent Supplement Program on Miami Beach.\n\nProvides emergency rental assistance to low income residents of Miami Beach who are facing eviction. Applicants must be disabled, elderly or parents with dependent children and have been residents of Miami Beach for at least one year. Clients must have some source of income or a plan for future income.\n\nThe Leonard Turkel Residences:\n* Pre-application dates are currently being scheduled and TBA. \n* The residences are designated for income-eligible elderly persons 62 years of age or older with an income of at least $10,640 a year. \n* The residences are a moderate rent apartment and utilities are paid separately, it IS NOT low income housing.\n\n* A computer lottery process will randomly select a maximum of 1,000 pre-applications. \n* Only one pre-application per household will be accepted.\n* Pre-aplications will ONLY be available for completion online at: https://miamibeach.apply4housing.com",,http://www.miamibeachfl.gov,,,,,,,
7755,AARP - FOUNDATION TAX-AIDE,,"AARP Foundation Tax-Aide, an AARP Foundation program, helps low- to moderate-income taxpayers have more discretionary income for everyday essentials, such as food and housing, by assisting with tax services and ensuring they receive applicable tax credits and deductions.\n\n###MON###",,http://AARP.org/taxaide,,,,,,,
7757,NUEVO CAMINAR MINISTERIO CATOLICO,,"Provides emotional and spiritual guidance for substance abuse support. This includes support groups, STEPS program, talk and group therapy. Recovery support seminars and interventions are held four times throughout the year. Also has a comprehensive treatment center that provides counseling for substance abuse and drug testing.",,,,,,,,,
7765,"NEW LIFE MEDICAL INSTITUTE, INC.",,"New Life Medical Institute offers well visits, well women exams, mental health services, x-rays, sonograms, laboratory, allergy testing, and free transportation.",,http://www.newlifemedicalplan.com,,,,,,,
7768,THE XENA FUND,,"The Xena Fund supports pets and their owners in two ways:   \n\nFirst, the Xena Fund reimburses Veterinarians for their emergency care for your pet. We rely on the vet's recommendation to help in the care of the pet.\nThe Xena Fund makes one-time grants payable directly to the vet for your pet's care.\n\nSecondly, the Xena Fund will help those pet owners who are on a fixed income. The Xena Fund will pay for annual visits to the vet and any preventative medications and annual vaccinations.\nIf you fall into this category, let your veterinarian know of your situation. The vet will know of our policy to reimburse them for their annual visit care.\n\n###MON###",,http://www.xenafund.com/,,,,,,,
7769,"ADVANCED RESEARCH INSTITUTE OF MIAMI, LLC.",,"Advanced Research Institute of Miami focuses on Clinical Research in order to enhance quality of life for patients of all ages, by delivering, establishing and driving research that addresses the challenges of everyone affected by a specific disease.",,http://www.ariomfl.com,,,,,,,
7770,"FIRST BAPTIST CHURCH OF KEY LARGO, INC.",,First Baptist Church of Key Largo provides a congregate meal site for those in the community who are hungry.\n\nThanksgiving meal is provided the week before Thanksgiving.\n\n###MON###,,http://fbckl.com/,,,,,,,
7771,SAINT JUSTIN MARTYR CATHOLIC CHURCH,ST. JUSTIN MARTYR CATHOLIC CHURCH,St. Justin Martyr Catholic Church provides a food pantry for those in the community who are in need of food and are hungry.\n\n###MON###,,,,,,,,,
7772,SAINT PETER CATHOLIC CHURCH,ST. PETER CATHOLIC CHURCH,St. Peter Catholic Church provides a food pantry for those in the community who are hungry and in need of food assistance.\n\n###MON###,,http://www.stpeterbpk.org/home.html,,,,,,,
7773,"GUARDIANSHIP OF THE FLORIDA KEYS, INC.",GUARDIANSHIP & LEGAL SERVICES,Guardianship of the Florida Keys provides a variety of services such as:\n\n* Legal consultation and representation to incapacitated persons and their families\n* Professional Guardianship of Person and/or Property (Limited or Plenary)\n* Intake and referral services\n* Notary Public services\n\n###MON###,,http://www.miamifloridakeysguardianship.com/,,,,,,,
7779,"LITERACY VOLUNTEERS OF AMERICA - MONROE COUNTY, INC.",,"Core Programs are Basic READ and English as a Second Language (ESL). Our new, NOAA supported Ocean Literacy Program helps ESL students improve English and learn about the ocean simultaneously. Offers free confidential one-to-one and small group literacy training by a trained LVA volunteer to Monroe County residents who desire to improve reading, writing and English communication skills.\n\n###MON###",,http://www.lva-monroe.org,,,,,,,
7780,"CMB VISIONS UNLIMITED, INC.",,"CMB Visions Unlimited, Inc. is a Non-Profit Organization founded to provide youth and family services that promote the-Ç-¥ (physical, mental, emotional, educational, & spiritual) growth, and self-actualization of the children and families served.",,http://www.cmbvision.org,,,,,,,
7788,"SMARTHERAPY, LLC.",,"SmarTherapy provides Speech, Occupational, Physical and Behavioral therapy services an individual basis. We also offer support for individuals, families, support groups, and provide information for the general public.",,http://smartherapy.wix.com/miami,,,,,,,
7796,"EVA ABAD, LMHC","INTEGRATIVE COUNSELING AND CONSULTING SERVICES, LLC","Licensed Psychotherapist Eva Abad, provides counseling services for children, teens, adults, and the elderly. In-home therapy can be arranged for individuals with physical disabilities or the elderly.\n\n* Depression and Anxiety disorders\n* Trauma history/PTSD symptoms\n* Grief and Elderly issues\n* Women and Children issues",,http://www.evaabad.com,,,,,,,
7801,"ALL FLORIDA SENIOR SERVICES, CORP.",,All Florida Senior Services provides free referral services for assisted living facilities.,,,,,,,,,
7802,"FABIOLA GARCIA, LMFT, NCC, QUALIFIED SUPERVISOR",,"Fabiola Garcia specializes in individual, family, and couple's counseling working with issues such as transition in relationships (separation, infidelity, newly single, divorce), self-esteem, stress management, depression, anxiety, and sexual trauma.\n\nWorking with your anxiety, depression, and transitions. I will be there supporting you in a matter that you can continue your growth.",,http://www.meghancalfee.com,,,,,,,
7803,DEBT MANAGEMENT CREDIT COUNSELING CORP.,DMCC,"Program assists South West Floridians with debt relief/management services, budget counseling, mortgage payment assistance, housing services (including foreclosure prevention and loan modifications, home buying education, reverse mortgage counseling), student loan counseling, and consumer assistance to eliminate payday loans and check cashing debt. Free financial education available to all consumers.\n\n###COL###",,http://www.dmcconline.org,,,,,,,
7811,CARE RESOURCE - PrEP AND nPEP SERVICES,,Care Resource provides specialized assistance and support for clients interested in Pre-Exposure Prophylaxis (PrEP). We may also assist with non-occupational post-exposure prophylaxis (nPEP).,,http://www.careresource.org/what-is-prep/,,,,,,,
7823,THE WILLOUGH AT NAPLES,,"The Willough at Naples provides treatment for adults suffering from addictive disorders and co-occurring mental health & substance abuse issues (Dual Diagnosis). Our 87-bed facility is run by a team of nurses, counselors, doctors, and administrative staff, and serves Naples, Miami, Fort Myers, and all other communities of southern Florida.\n\nBy offering both residential services with 24-hour care and partial hospitalization programs, The Willough can assist individuals at any stage of the recovery process. \n\nLicensed & Accredited. Insurance Welcome.\nThe Joint Commission National Quality Approval Seal\nThe Willough at Naples is a state-licensed, Medicare-approved, and Joint Commission Accredited facility. \n\n###COL###",,http://www.thewilloughatnaples.com/,,,,,,,
7830,LIFE CENTER FOR HEALING AND GROWTH,,"Mental Health/Well Being Center providing services for children (5-12), teens/adolescents (12-19), adults, and elders. Providing individual, family/couples sessions. Specializing in mood disorders and assisting with the following issues:\n\n* Academic Underachievement\n* Anxiety\n* Coping Skills\n* Depression\n* Developmental Disorders\n* Divorce\n* Family Conflict\n* Grief\n* Peer Relationships\n* Self Esteem\n* Suicidal Ideation\n* Women's Issues\n\nUsing treatment modalities of:\n\n* Emotionally Focused\n* Existential\n* Expressive Arts\n* Humanistic\n* Mindfulness-based (MBCT)\n* Play Therapy\n* Solution Focused Brief (SFBT)\n* Transpersonal",,https://www.facebook.com/LIFECenterHG/,,,,,,,
7833,"HOLY SPIRIT CATHEDRAL REVIVAL CENTER CHURCH, INC.",CENTRO DE AVIVAMIENTO,"Holy Spirit Cathedral is a Faith-based, non-residential, non-profit organization based in Hialeah, FL who helps strengthen both men, women, adolescents, & any child of any age, who have lost their way in life due to circumstance, battle and overcome through Faith and the assistance of equipped Mentors who teach you how to strengthen your spiritual foundation in order to help you overcome providing counseling and tools for emotional, mental, and spiritual support & guidance.",,http://avivamientodedios.com,,,,,,,
7838,NATIONAL PESTICIDE INFORMATION CENTER,NPIC,"NPIC provides objective, science-based information about pesticides and pesticide-related topics to enable people to make informed decisions about pesticides and their use. NPIC is a cooperative agreement between Oregon State University and the U.S. Environmental Protection Agency. The goals of the NPIC are:\n\n* To serve as a factual source of information for diverse professional and public audiences on pesticide-related issues. \n* To operate a toll-free, bi-lingual telephone information service for all callers in the United States and its territories.\n* To develop and maintain English and Spanish websites accessible to broad audiences and host NPIC original content.\n* To collect robust pesticide incident data through systematic protocols and to disseminate the information.  \n\n###COL###\n###MON###",,http://npic.orst.edu/index.html,,,,,,,
7839,CARDS FOR HOSPITALIZED KIDS,CFHK,"Cards for Hospitalized Kids(CFHK) is an internationally recognized charitable organization that spreads hope, joy & magic to hospitalized kids across America through uplifting, handmade cards. Individuals and groups across the United States, and world, donate time and creativity to make handmade cards and send them to us for distribution in hospitals and Ronald McDonald Houses across the nation.\n\nGeneral Cards:\nCards that have a general uplifting message, rather than one specific to a hospital or season. These are distributed year-round, rather than during a specific time of year.\n\nHoliday Cards:\nCards for all major holidays, such as n++Christmasn++ & other winter-time holidays, Thanksgiving, Halloween, Valentines Day, St. Patrick's Day, etc. This also includes seasonal cards, such as ""Happy Spring,"" ""Happy Winter,"" etc.\n\n\n###MON###\n###COL###",,http://www.cardsforhospitalizedkids.com/,,,,,,,
7840,VETERANS CRISIS LINE,VCL,"The Veterans Crisis Line connects Veterans in crisis and their families and friends with qualified, caring Department of Veterans Affairs responders through a confidential toll-free hotline, online chat, or text. Veterans and their loved ones can call, chat online, or send a text message to 838255 to receive confidential support 24 hours a day, 7 days a week, 365 days a year. Support for deaf and hard of hearing individuals is available. \n\n###MON###\n###COL###",,https://www.veteranscrisisline.net/,,,,,,,
7842,"HEARTLAND HOSPICE, INC.",,"Heartland Hospice is part of the HCR ManorCare family, a provider of home health care, hospice care, skilled nursing, memory care and post-acute care.",,https://www.heartlandhospice.com/find-an-agency/heartland-hospice-services-of-dade/,,,,,,,
7844,"REDLANDS CHRISTIAN MIGRANT ASSOCIATION - COLLIER, INC.",RCMA,"The Redlands Christian Migrant Association provides quality child care and early education for children of migrant farm workers and rural, low-income families throughout Florida. The largest non-profit child-care provider in Florida, RCMA is a leader in high-quality early childhood services. More than half of RCMA's child-care centers are nationally accredited.\r\n\r\n###COL###",,http://www.rcma.org,,,,,,,
7848,COMMUNITIES IN SCHOOLS - OOS AMERICORPS PROGRAM,,Communities in Schools is dedicated to creating public/private partnerships for the benefit of Miami-Dade County Public Schools and community centers. Services offered include a mentorship program which is targeted to youth who are at-risk of dropping out of school.,,http://www.cismiami.org,,,,,,,
7858,"GIRLS OF TRANSFORMATION MENTORING PROGRAM, INC.",,"At this time Girls of Transformation Mentoring Program, provides mentoring services for girls between the ages of 12-19. Our mentoring program provides young girls with support, counseling, friendship, and love. We pair mentees with wonderful female role models who engage in activities with them that not only facilitate the development of a positive self-image, but support their family unit as well. We also offer bi-weekly session to discuss the following (self image, self esteem, self development, money management, positive attitude, character building, morals, values, and much more).",,http://www.girlsoftransformation.com,,,,,,,
7873,"CLEARWATER FINANCIAL, LLC.",CLEARWATER FINANCIAL,"Clearwater Financial is a multi service company which elucidates tax preparation as a core service. Clearwater Financial is dedicated to the education of our youth. Much of the profits made through this service is invested in starting non-profit organizations and changing the future of our kids. We offer ""Very Low Prep Fees"" to low income clients and enrolled students. As well, we offer identity theft protection. Prices start from free to $200 and can only do down. Prices are based on client's income, number of exemptions and proof of essential needs, such as rent or vehicle.",,,,,,,,,
7875,DEPRESSION AND BIPOLAR SUPPORT ALLIANCE,DBSA,"DBSAGÇÖs peer-based, wellness-oriented, and empowering services and resources are available when people need them, where they need them, and how they need to receive themGÇöonline 24/7, in local support groups, in audio and video casts, or in printed materials distributed by DBSA, our chapters, and mental health care facilities across America.\n\nThrough more than 700 support groups and nearly 300 chapters, DBSA reaches millions of people each year with in-person and online peer support; current, readily understandable information about depression and bipolar disorder; and empowering tools focused on an integrated approach to wellness.\n\n###COL###",,,,,,,,,
7882,CHILDREN'S REHAB NETWORK,PRESCRIBED PEDIATRIC EXTENDED CARE or CRN,"Children's Rehab Network is a PPEC GÇö Prescribed Pediatric Extended Care Program.\n\nSince 1991, Children's Rehab Network has been caring for children ages newborn to 21 whose conditions require continuous nursing, education, and therapeutic care. We work to help stabilize and improve a medically fragile child's condition and to assist the family as much as possible. Parents get help so they can return to work, go back to school, or care for their other children. \n\nOur nurses, therapists, and teachers provide a wide variety of services in a cheerful and inviting atmosphere. Children learn in a stimulating environment. Many go on to regular daycare, public or private schools, as their medical conditions improve. \n\nServices offered: \n\n* Nursing care\n* Physical therapy\n* Occupational therapy\n* Speech/language therapy\n* Respiratory therapy\n* Education\n* Medical transportation GÇö emergency medical technicians in every van\n* We focus on the child's psychological, developmental, educational, physical, nutritional, and social need\n\nThere are two Children's Rehab Networks in Miami-Dade County - one North and one South. \n\nDoor-to-door transportation is provided to those who qualify. Children's Rehab Network provides emergency medical technicians in every van. This means increased safety for your child and peace of mind for you.",,http://www.crnppec.com,,,,,,,
7887,GO KIDZ CLUB,,"GO KIDZ is an after-school enrichment program that provides premium transportation to selected activities. It was born out of a combination of the desire to raise healthy, active kids and the necessity to get kids to all their after-school programs and activities, on time and all the time.",,http://gokidzclub.com/index.html,,,,,,,
7911,"HEALTH OF MIND, INC.",Dr. Perez Verdecia,Provides services for the diagnosis and treatment of Autism. We render behavior analysis and behavior assistant services. We are contracted exclusively with Medicaid. \n\nProvides Applied Behavior Analysis services to children diagnosed with Autism Spectrum Disorder. Treatment plans and approaches are developed according to the child's needs and available resources but most of the time we use functional-based interventions combined with a well designed skills acquisition program. Services are rendered primarily at home and/or doctor's office.\n\nHealth of Mind specializes in developmental psychology and treatment for children with Autism.,,,,,,,,,
7942,MIAMI CLINICAL PSYCHOTHERAPY,,"Miami Clinical Psychotherapy (MCP) specializes in Growth Groups to help nurture and facilitate individual personal growth. Our groups enhance self-awareness an where you learn ways to minimize daily stress levels and develop new coping skills. We promote a positive lifestyle by improving interactions between self and others around you. \n\nWe offer individual, couples and family therapy sessions. We also offer online psychotherapy through Skype. Treatment approaches used include: Motivational Interviewing strategies, Solution-Focused therapy, Rational Emotive Behavior Therapy, Cognitive Behavior Therapy, along with mindfulness and meditation practices.",,http://www.miamiclinicalpsychotherapy.com,,,,,,,
7955,FIT KIDS OF AMERICA,,"Fit Kids of America supports the development of children who will become academically engaged, physically fit, socially adept, and culturally enriched in order to mature into independent and successful citizens of the future.\n\nWe provide specialized youth fitness training and nutrition education.",,,,,,,,,
7965,CONNECTION COALITION OF SWFL,,"The Connection Coalition of Southwest Florida is a regional collaboration of private and public agencies, health care and disability rights advocates, professionals, educators, transportation organizations, housing and service providers, individuals with disabilities and their families and friends. The Coalition was formed in 2014 to evaluate services currently available through organizations in our region and to discuss present and future needs for those with disabilities. Our coalition aims to:\n\nPromote and develop choices for people with disabilities and to ensure that they have the broadest range of options for education, health services, housing and lifespan needs.\n\nEducate coalition members and the community at large on innovative alternatives and approaches through monthly meetings, site visits and speakers.\n\nEnhance communication between organizations and agencies in our region to connect the dots between existing services with both present and future needs.\n\nCreate an ongoing resource for all those who serve the special needs population by offering a forum to collectively road map a plan to serve individuals on a variety of fronts from birth through mature adulthood.\n\nProvide a pathway for new and existing providers to reach out to those undeserved in our community, and to pinpoint areas that require critical attention.\n\n###COL###",,http://www.connectioncoalition.info,,,,,,,
7968,RESIDENTIAL OPTIONS OF FLORIDA,ROOF,The mission of ROOF is to empower individuals with intellectual and developmental disabilities to successfully obtain and maintain affordable and inclusion housing of their choice.\n\n###COL###,,http://www.flroof.org,,,,,,,
7969,"PANIRA HEALTHCARE CLINIC, INC.",,"PANIRA is a non profit clinic offering medical services as a walk in clinic providing Express Care, Family Medicine, and Wellness Care in the following:\n\n* Common Illnesses - allergies/hay fever, sinus infections, cough, cold/flu/sore throat, ear infections, pink eye/stye, bladder infections\n* Minor Injuries - abrasions, sprains/strains, minor cuts/burns\n* Procedures - simple lacerations, ear wax removal, splinter removal, wart removal, staples/suture removal\n* Testing and Screening - strep throat, TB testing, urinalysis, pregnancy, mononucleosis\n* Wellness Services - setanus vaccine, smoking cessation, etc.\n* Physicals - pre-employment, sport, college, school, drug testing\n* Skin and Hair Conditions - simple, abcess, cold sores, skin infections, sunburn, shingles, itchy skin, impetigo, hives/rash, ringworm, head lice, athletes foot\n\n\n###COL###",,,,,,,,,
7979,SUDDEN INFANT DEATH SYNDROME ALLIANCE,FIRST CANDLE,"First Candle is dedicated to saving the lives of babies and children during pregnancy, birth, and infancy and supporting bereaved families. We deliver on our vision through world class research; evidence based education and bereavement support; and advocacy. Our goal is to end preventable stillbirths and end sleep-related infant deaths by the year 2030.",,http://www.firstcandle.org,,,,,,,
7988,DR. RENE PEREZ,,Provides medical treatment of opiate and heroin addiction on an outpatient basis.,,http://www.rene-perez/suboxone.html,,,,,,,
7995,COLLIER COUNTY ELECTIONS DEPARTMENT,,"Provides all information related to Collier County Elections. This includes how to become a registered voter, help finding your local precinct, information on how to volunteer to work at the polls and how to vote by mail.\n\n###COL###",,http://www.colliervotes.com/,,,,,,,
7996,"MULTICULTURAL CARE CENTERS, LLC.",,"We are Multicultural Care Centers LLC, a behavioral health organization that is committed to excellence. Operating out of Miami-Dade and Broward Counties, We are a quality driven organization focused on delivering services to support and strengthen our culturally diverse community. Leading the industry through an individualized service approach and fostering an environment in which the individuals and families we serve will thrive, resulting in recovery, self-sufficiency and independence.\n\nMulticultural Care Centers provides assistance with Substance Abuse (alcohol and other substances) and Mental Health for Adults, adolescents and children. Our mission is to help individuals recover from the effects of mental illness and drug dependency; to reclaim their emotional, psychological and physical health; to reintegrate with their families; and to become productive members of society.\n\nWe offer the following services:\n* Individual Therapy \n* Family Therapy \n* Therapeutic Behavioral On Site Services (TBOS) \n* Group Therapy \n* Psychiatric Services \n* Targeted Case Management \n* Psychosocial Rehabilitation Services (PSR) \n* Linkage  to 12- Step Programs \n* Routine Outpatient Care (ROC) \n* Substance Abuse Intensive Outpatient Program (IOP) \n* Dual Diagnosis\n\nThe Mental Health Targeted Case Management (MHTCM) Program supports individuals with severe and persistent mental illness in need of assistance to become independent and self sufficient, and to reduce the incidence of re-hospitalization and acute distress. MCC provides the below range of services for recipients that meet criteria for Targeted Case Management services.\n\nWe provide our services out in the community (Home). Which is designed to meet the needs of the individual.  Our professional and dedicated staff provides comprehensive case management and substance abuse services in several languages including Spanish, English, and Creole with a culturally sensitive customer focus.",,http://www.multiculturalcc.com,,,,,,,
8004,OUR DAILY BREAD FOOD PANTRY,"THE FAMILY CHURCH OF MARCO ISLAND, FIRST BAPTIST OF MARCO ISLAND",Non-Profit organization providing emergency food relief.\n\n###COL###,,http://fbcmarco.com/ministries/benevolence-food-pantry,,,,,,,
8013,CHILDREN'S HOME SOCIETY - EARLY LEARNING CENTERS,,"Provides affordable, high quality childcare:\n\nPre-K: Children one through five years old\nFree Voluntary Pre-Kindergarten: Children four years old on Sept. 1st\nAfterschool Program: Children five through nine years old (Free P/U)\nSummer Fun Program: Children four through eleven years old\n\nWe are a school readiness provider. The Voluntary Pre-Kindergarten (VPK) Program is free to all children who are four years old on September 1st.\n\n###COL###",,https://www.chsfl.org/Bears,,,,,,,
8016,AGENCY FOR PERSONS WITH DISABILITIES,,"The APD works in partnership with local communities and private providers to assist people who have developmental disabilities and their families. APD also provides assistance in identifying the needs of people with developmental disabilities for supports and services. The agency serves more than 50,000 Floridians with the following disabilities:\n\n* Autism\n* Cerebral palsy\n* Spina bifida\n* Intellectual disabilities\n* Down syndrome\n* Prader-Willi syndrome\n* Children age 3-5 who are at a high risk of a developmental disability",,http://apdcares.org,,,,,,,
8018,"ADULT FAMILY CARE HOME, LLC.",Mariline Home Care,"Services provided are as follows:\n\nHot meals, assistance with medication, transportation, shopping, activities of daily living, caring atmosphere, field trips, recreational activities, and cooking.",,,,,,,,,
8019,ANTONIO SOLER ESQ. - IMMIGRATION ATTORNEY,,"Private immigration attorney that provides services at a reduced cost/sliding scale fee for clients referred by the Switchboard of Miami.\n\nImmigration attorney practice provides a variety of immigration and legal services including application completion, filing assistance, legal representation for immigrants, nonimmigrant visa applicants, asylum seekers and lawful permanent residents who are seeking naturalization.\n\nSome of the immigration services provided include assistance in obtaining employment based, student and visitor visas; asylee status, family immigration, lawful permanent residence status and or/citizenship.",,,,,,,,,
8021,SHEPHERD OF GOD CHRISTIAN ACADEMY,,"We are offering a six week Summer School Program that includes breakfast, lunch and limited bus transportation.\n\nBegins: June 13 - July 22, 2016",,http://www.SOGCA.net,,,,,,,
8025,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - NORTH SHORE PARK,,"Offers ongoing sports training programs to those who desire afternoon, evening and/or weekend hours. There is no cost to participate. Participants must register with Special Olympics or must be currently registered. Training's offered in bowling, tennis, basketball, and soccer.",,http://specialolympicsflorida.org/miami-dade/,,,,,,,
8029,"ONE ON ONE LEARNING, INC.",,One on One Learning specializes in offering individualized academic support for students and their families. Our program provides an individualized learning plan. Examining the students' own learning styles and habits and focusing on their strengths in order to build confidence we work on the academic areas of need. We take great pride in providing individualized educational programs for each and every student in an engaging manner.,,http://oneononelearning.com,,,,,,,
8050,"BIG BEAR ACADEMY, INC.",Prescribed Pediatric Extended Care,"(PPEC) stands for Prescribed Pediatric Extended Care. Big Bear Academy offers an alternative healthcare choice to families of children with special needs who need childcare.\n\nServices Include: Pediatric Nursing, Nutritional Assessment, Physical Therapy, Occupational Therapy, Respiratory Therapy, Speech Therapy, Special Education and Recreation. \n\nTransportation is available to those who qualify. These services provide a less restrictive, cost-effective alternative to expensive hospitalization or home health care. It reduces the isolation of home-bound programs, helping each child to achieve the highest quality of life possible. \n\nIndividual care is provided by qualified professionals - multi-lingual and multi-cultural pediatric nurses and aides- working together on-site with Physical, Speech and Occupational Therapists.",,http://www.bigbearacademyppec.com,,,,,,,
