id,organization_id,name,alternate_name
7110,3101,EARLY LEARNING COALITION - UPPER KEYS SERVICE CENTER,EARLY LEARNING COALITION OF MIAMI-DADE/MONROE
7111,3101,EARLY LEARNING COALITION - MIDDLE KEYS SERVICE CENTER,EARLY LEARNING COALITION OF MIAMI-DADE/MONROE
7112,3101,EARLY LEARNING COALITION - LOWER KEYS SERVICE CENTER,EARLY LEARNING COALITION OF MIAMI-DADE/MONROE
7113,7113,THE DADE COUNTY BAR ASSOCIATION,
7114,7113,DADE COUNTY BAR ASSOCIATION - LAWYER REFERRAL SERVICE,
7128,7128,"COLLIER COUNTY BAR ASSOCIATION, INC.",
7130,7130,FLORIDA HARDEST-HIT,FLORIDA HARDEST HIT
7115,7115,"ALTERNATIVES COUNSELING CENTER, INC.",
7117,6279,NCH HEALTHCARE SYSTEM - DIABETES MANAGEMENT PROGRAM,
7118,6279,"NCH HEALTHCARE SYSTEM - DIABETES MANAGEMENT PROGRAM - VITA ANKSH, MD",
7119,6279,NCH HEALTHCARE SYSTEM - BAKER HOSPITAL DOWNTOWN,
7121,5587,CITY OF NAPLES FIRE - COMMUNITY EMERGENCY RESPONSE TEAM,
7122,5587,CITY OF NAPLES FIRE - YOUTH POLICE AND FIRE ACADEMY,
7123,7123,CENTER FOR AUTISM AND RELATED DISABILITIES AT USF,CARD-USF
7125,7125,INTERNATIONAL ASSOCIATION FOR SUICIDE PREVENTION,IASP
7131,7130,FLORIDA HARDEST-HIT - MORTGAGE LOAN REINSTATEMENT PAYMENT PROGRAM,FLORIDA HARDEST HIT MLRP
7132,7132,"LARKIN HOME HEALTH SERVICES, INC.",
7134,7134,"PROJECT ACCESS FOUNDATION, INC.",DOCTOR AT HOME
7135,7134,PROJECT ACCESS FOUNDATION - DOCTOR AT HOME,
7136,622,CASA VALENTINA - EMMAUS PLACE,
7137,6467,JUVENILE DIABETES RESEARCH FOUNDATION - SUNCOAST,JDRF
7138,7138,"VFW NATIONAL HOME FOR CHILDREN, INC.",
7139,7138,VFW NATIONAL HOME FOR CHILDREN - HELPLINE,
7140,7138,VFW NATIONAL HOME FOR CHILDREN - FAMILY PROGRAM,
7141,7141,COLLIER COUNTY DOMESTIC ANIMAL SERVICES,DAS
7142,7142,"IT'S MY BIRTHDAY, INC.",
7145,3586,NOVA SOUTHEASTERN UNIVERSITY - HEALTH CONNECT ORAL HEALTH INITATIVE,NSU HCIoS
7147,3586,UM - NSU CARD LITERACY BASED EXPLORERS SUMMER CAMP,CARD - Center for Autism and Related Disabilities
7148,6368,FAMILY COUNSELING SERVICES - BEHAVIORAL HEALTH PROGRAM,Switchboard of Miami Family Counseling Services Division
7149,6368,FAMILY COUNSELING SERVICES - CHILDREN'S TARGETED CASE MANAGEMENT,Switchboard of Miami Family Counseling Services Division
7150,6368,FAMILY COUNSELING SERVICES - EARLY INTERVENTION PROGRAM,Switchboard of Miami Family Counseling Services Division
7151,6368,FAMILY COUNSELING SERVICES - FAMILY AND SCHOOLS TOGETHER (FAST),"FAMILIES AND SCHOOLS TOGETHER (FAST), Switchboard of Miami Family Counseling Services Division"
7152,6368,FAMILY COUNSELING SERVICES - INFANT AND EARLY CHILDHOOD SERVICES,Switchboard of Miami Family Counseling Services Division
7153,6368,FAMILY COUNSELING SERVICES - JOURNEY INSTITUTE,Switchboard of Miami Family Counseling Services Division
7154,6368,FAMILY COUNSELING SERVICES - NEIGHBORHOOD EMPOWERMENT PROGRAM,Switchboard of Miami Family Counseling Services Division
7155,5129,COLLIER COUNTY COMMUNITY AND HUMAN SERVICES DIVISION - RETIRED SENIOR VOLUNTEER PROGRAM,RSVP
7156,7156,"THE LITTLE LIGHTHOUSE, INC.",LLF
7160,5780,CITY OF MIAMI GARDENS - YOUTH PREVENTION,
7164,7164,THE CLEO INSTITUTE,Climate Leadership Engagement Opportunities
7166,7166,"NORTHEAST SECOND AVENUE PARTNERSHIP, INC.",NE2P
7169,1081,HISPANIC COALITION - KENDALL,
7170,7170,HandsOn Miami,HOM
7172,3150,SANT LA - HEALTH CONNECT IN OUR COMMUNITY,HAITIAN NEIGHBORHOOD CENTER
7174,3043,2-1-1 BROWARD - ONE CLICK INITIATIVE,
7175,7175,OUTSIDE THE RINGS CHAMPIONS FOUNDATION,
7180,5018,NAPLES DEPOT MUSEUM,
7181,5018,MUSEUM OF THE EVERGLADES,
7182,5018,MARCO ISLAND HISTORICAL MUSEUM,
7183,5018,IMMOKALEE PIONEER MUSEUM,
7185,7185,"BETHANY CHRISTIAN SERVICES, INC.",BCS
7187,7187,FLORIDA POWER AND LIGHT COMPANY,"FP&L, FPL"
7188,7187,FP&L - AWARE PROGRAM,"Always Watching for At-Risk Elders, FPL, Florida Power & Light Company"
7189,7187,FP&L - MEDICALLY ESSENTIAL SERVICE,"FPL, Florida Power & Light Company"
7190,101,JESSIE TRICE - HEALTH CONNECT IN OUR COMMUNITY (HCiOC) - WOMEN HEALTH CENTER,WHC
7191,101,JESSIE TRICE - HEALTH CONNECT IN OUR COMMUNITY (HCiOC) - MIAMI GARDENS,HCiOC
7192,3960,CATHOLIC CHARITIES COLLIER - GUADALUPE SOCIAL SERVICES,
7193,7193,"FORECLOSURE INTERNATIONAL GROUP, INC.",FIG
7194,3787,CITY OF SWEETWATER - POLICE DEPARTMENT,
7198,7198,"ANGELS REACH FOUNDATION, INC.",Angels Reach Developmental Enrichment Center and Angels Reach Special Learning Programs
7200,7200,IRAQ AND AFGHANISTAN VETERANS OF AMERICA,IAVA
7201,7200,IAVA - LOAN RELIEF FOR VETS AND FAMILY MEMBERS,IRAQ AND AFGHANISTAN VETERANS OF AMERICA
7203,548,COMMUNITIES IN SCHOOL - PARTNERS FOR COMMUNITY SUCCESS,CIS
7204,4915,GANG ALTERNATIVE - UPLIFT LITTLE HAITI SERVICE PARTNERSHIP,
7205,6720,MONROE COUNTY PUBLIC SCHOOL DISTRICT - FDLRS SOUTH - MONROE CHILD FIND,Florida Diagnostic & Learning Resources System
7207,7207,CYBER CIVIL RIGHTS INITIATIVE,CCRI
7210,7210,COCHLEAR AMERICAS,
7213,548,COMMUNITIES IN SCHOOLS - NEIGHBORHOOD TUTORING SERVICES,CIS
7214,741,MIAMI BEACH COMMUNITY HEALTH CENTER - HEALTHY STEPS,MBCHC
7218,2602,BRANCHES - GROW AFTER-SCHOOL PROGRAM - FLORIDA CITY,
7219,3145,UNITED WAY CENTER FOR EXCELLENCE - EARLY CHILDHOOD PROGRAM ADMINISTRATORS INSTITUTE,ECPAI
7220,7220,"SUNFLOWERS ACADEMY, INC.",
7221,7220,SUNFLOWERS ACADEMY - AFTER SCHOOL PROGRAM - SUNFLOWERS PRESCHOOL #4,
7222,7222,"FOR THE LOVE OF CATS, INC.",
7223,7223,SAINT PATRICK CATHOLIC CHURCH,ST. PATRICK CATHOLIC CHURCH
7224,7223,SAINT PATRICKGÇÖS CATHOLIC CHURCH - THANKSGIVING LUNCHEON,ST. PATRICK'S CATHOLIC CHURCH
7225,5065,SAINT MATTHEW'S HOUSE - TURKEY GIVEAWAY,ST. MATTHEW'S HOUSE
7226,5065,SAINT MATTHEW'S HOUSE - THANKSGIVING COMMUNITY DINNER,ST. MATTHEW'S HOUSE
7227,2298,MBCS - FOOD BOXES,
7228,2646,SALVATION ARMY - TOYS FOR TOTS,
7229,2501,THE SALVATION ARMY OF THE KEYS - TOYS FOR TOTS,
7230,7230,GOLDEN GATE SENIOR CENTER,
7231,7231,NATURE LINKS FOR LIFELONG LEARNING,Nature Links
7232,2,SWITCHBOARD OF MIAMI - COUNSELING CENTER,
7233,7233,"SAMANTHA SEIDEN, MS",
7234,7234,"LAW OFFICES OF KAREN E. LUNGARELLI, P.A.",
7235,7235,"THERAPEUTICALLY SPEAKING, INC",
7236,7236,MARIANA FERNANDEZ-SOTO COUNSELING,
7238,7238,"MOMENT TO MOMENT COUNSELING AND WELLNESS, LLC",
7239,7239,"MEAGAN'S ACADEMIC CENTER, INC.",
7240,7240,"LIVE WELL THERAPY GROUP, LLC.",LWTG
7241,7241,"SAFE HAVEN RECOVERY, INC.",
7243,7243,"READING AND DYSLEXIA CENTER OF FLORIDA, LLC.",
7244,860,MIAMI BEHAVIORAL - CHILDREN AND FAMILIES SERVICES - CUTLER BAY,
7246,7246,PROJECT LEAP,Project LEAP @ Miami Dance Studio
7247,3927,UNITED WAY OF LEE COUNTY - VOLUNTEER INCOME TAX ASSISTANCE PROGRAM (VITA),
7248,2717,TRINITY CHURCH - TCT AFTER SCHOOL /HOLIDAYS/ SUMMER CAMP - HOLY CROSS LUTHERAN,
7250,82,CARE RESOURCE - LITTLE HAVANA,
7252,82,CARE RESOURCE - MIAMI BEACH,
7255,2725,FIU AFTER SCHOOL ALL STARS - REDLAND MIDDLE SCHOOL,FIU-ASAS
7256,82,CARE RESOURCE - FORT LAUDERDALE,CARE RESOURCE - FT. LAUDERDALE
7257,2725,FIU AFTER SCHOOL ALL STARS - JORGE MAS CANOSA MIDDLE SCHOOL,
7258,2725,FIU AFTER SCHOOL ALL STARS - HOMESTEAD MIDDLE SCHOOL,FIU-ASAS
7259,5741,2-1-1 ALBERTA - CALGARY,
7260,7260,YEAR UP MIAMI,
7261,2410,YWCA - CHILD CARE PROGRAM - WINDOWS TO EARLY LEARNING CENTER,
7262,2410,YWCA - CHILD CARE PROGRAM - CAIN TOWER,
7263,2410,YWCA - CHILD CARE PROGRAM - CAROL CENTER,
7264,2410,YWCA - COURT CARE: A BETTER PLACE TO BE - RICHARD GERSTEIN,
7265,2410,YWCA - COURT CARE: A BETTER PLACE TO BE - OVERTOWN TRANSIT VILLAGE,
7266,2872,THE ARC OF SOUTH FLORIDA - SGI GROUP HOME,
7267,2725,FIU AFTER SCHOOL ALL STARS - THOMAS JEFFERSON MIDDLE SCHOOL,FIU-ASAS
7268,2725,FIU AFTER SCHOOL ALL STARS - CAROL CITY MIDDLE SCHOOL,FIU-ASAS
7269,2725,FIU AFTER SCHOOL ALL STARS - HORACE MANN MIDDLE SCHOOL,FIU-ASAS
7270,2725,FIU AFTER SCHOOL ALL STARS - MADISON MIDDLE SCHOOL,FIU-ASAS
7271,2725,FIU AFTER SCHOOL ALL STARS - M.A. MILAM K-8 CENTER,FIU-ASAS
7272,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - BABY SIGNS,
7273,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - BABY'S FIRST YEAR,
7274,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - PRENATAL YOGA-STYLE,
7275,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - GREAT EXPECTATIONS,
7276,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - PREPARED CHILDBIRTH SERIES,
7277,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - FAST TRACK CHILDBIRTH CLASS,
7278,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - PREPARING FOR BABY'S ARRIVAL,
7279,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - NEW BROTHER/NEW SISTER CLASS,
7280,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - BREAST-FEEDING CLASS,
7281,1160,FELLOWSHIP HOUSE - COMMUNITY HOUSING - NARANJA LAKES,
7282,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - CPR AND SAFETY CLASS,
7283,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - MOMMY DUTIES 101,
7284,736,SOUTH MIAMI HOSPITAL - CENTER FOR WOMEN AND INFANTS - DADDY DUTIES 101,
7285,2213,WESLEY HOUSE FAMILY SERVICES - MARATHON,
7286,2213,WESLEY HOUSE FAMILY SERVICES - TAVERNIER,
7287,2213,WESLEY HOUSE FAMILY SERVICES - INEZ MARTIN CHILD DEVELOPMENT,
7288,6297,MILLER HEALTHCARE NETWORK - HOLLYWOOD,
7289,639,FISP - SUICIDE SURVIVOR SUPPORT GROUP - CORAL SPRINGS,
7290,639,FISP - SUICIDE SURVIVOR SUPPORT GROUP - FORT LAUDERDALE,
7291,2602,BRANCHES - UNITED WAY CENTER FOR FINANCIAL STABILITY - SOUTH DADE,
7292,6908,SEASONS HOSPICE - CHILDREN'S BEREAVEMENT CAMP,
7293,7293,AILEYCAMP MIAMI,
7295,7295,SAFE FAMILIES FOR CHILDREN,
7296,5326,HARRY CHAPIN FOOD BANK OF SOUTHWEST FLORIDA - COMMODITY SUPPLEMENTAL FOOD PROGRAM,CSFP
7298,546,ABUNDANT LIVING CITI CHURCH - CITIKIDZ SUMMER SCHOOL PROGRAM,
7299,7298,ABUNDANT LIVING CITI CHURCH - SUMMER READING EXPLORERS PROGRAM,
7300,6082,ALZHEIMER'S ASSOCIATION - SOUTHEAST FLORIDA CHAPTER - SUPPORT GROUPS,
7303,2429,YMCA - ADVENTURE SUMMER CAMP - IVES ESTATES PARK,
7304,2429,YMCA - ADVENTURE SUMMER CAMP - SHENANDOAH ELEMENTARY,
7305,2429,YMCA - ADVENTURE SUMMER CAMP - ROYAL OAKES PARK,
7306,2429,YMCA - AFTER SCHOOL PROGRAM - NATURAL BRIDGE ELEMENTARY,
7307,2429,YMCA - ADVENTURE SUMMER CAMP - NATURAL BRIDGE ELEMENTARY,
7309,2429,YMCA -  AFTER SCHOOL PROGRAM - BANYAN ELEMENTARY,
7310,2291,ALL ABOUT TRUTH DNA SERVICES - HOMESTEAD,
7313,1991,CATALYST MIAMI - HEALTH INSURANCE ENROLLMENT - OPEN DOOR HEALTH CENTER,
7314,1991,CATALYST MIAMI  - FLORIDA KIDCARE - HOMESTEAD,
7315,1991,CATALYST MIAMI - HEALTH INSURANCE ENROLLEMT - HOMESTEAD,
7316,6509,ANAGA PSYCHOTHERAPY CENTER - MARATHON,
7317,6509,ANAGA PSYCHOTHERAPY CENTER - TAVERNIER,
7318,6509,ANAGA PSYCHOTHERAPY CENTER - KEY WEST,
7319,2488,AYUDA - FAMILY EMPOWERMENT PROGRAM - HIALEAH,
7321,5346,CANCER ALLIANCE OF NAPLES - SUPPORT GROUPS,
7322,5346,CANCER ALLIANCE OF NAPLES - RESOURCE NAVIGATOR,
7323,4120,BREAKTHROUGH MIAMI - COLLEGE BOUND - UM,
7324,2176,ADVOCATE PROGRAM - CLINICAL SERVICES UNIT - CENTRAL,
7325,2176,ADVOCATE PROGRAM - CLINICAL SERVICES UNIT - MONROE,
7329,7329,MESOTHELIOMA PROGNOSIS NETWORK,
7330,3829,MD-C ED - ABSENTEE BALLOT,
7331,3829,MD-C ED - VOTER REGISTRATION,
7332,6016,COLLIER COUNTY PUBLIC SCHOOLS - ADULT AND COMMUNITY EDUCATION - GED PREPARATION,
7333,6016,COLLIER COUNTY PUBLIC SCHOOLS - ADULT AND COMMUNITY EDUCATION - CITIZENSHIP CLASSES,
7334,6016,COLLIER COUNTY PUBLIC SCHOOLS - ADULT AND COMMUNITY EDUCATION - LEARN ENGLISH,
7335,3982,CURLEY'S HOUSE - ACCESS,
7341,1754,FATHERS FOR EQUAL RIGHTS - NORTH MIAMI,
7342,1754,FATHERS FOR EQUAL RIGHTS - SOUTH DADE,
7343,1158,FIRST UNITED METHODIST CHURCH OF MIAMI - SENIOR MEAL PROGRAM,
7344,1651,FL DOH M-DC - MOM MOBILE - FLORIDA CITY,
7345,1651,FL DOH M-DC - MOM MOBILE - WEST PERRINE,
7346,7346,ASSOCIATION OF CREDIT COUNSELING PROFESSIONALS,ACCPros
7347,7346,ACCPROS - CREDIT COUNSELING,
7348,1166,FDLE - MIAMI REGIONAL OPERATIONS CENTER,
7349,7349,"CECILIA M. MARIN PSY.D, LLC.",
7350,3359,FL DCF - BORN DRUG-FREE HELPLINE,
7353,5325,HEALTHY START COALITION OF SOUTHWEST FLORIDA - HOME VISITING,
7354,5325,HEALTHY START COALITION OF SOUTHWEST FLORIDA - NURSE FAMILY PARTNERSHIP,
7356,5325,HEALTHY START COALITION OF SOUTHWEST FLORIDA - COMMUNITY BABY SHOWERS,
7358,2429,YMCA - AFTER SCHOOL PROGRAM - NORTH COUNTY K-8 CENTER,
7359,2429,YMCA - ADVENTURE SUMMER CAMP - COMSTOCK ELEMENTARY,
7360,2429,YMCA - ADVENTURE SUMMER CAMP - HOMESTEAD YMCA FAMILY CENTER,
7361,3509,HOSPICE OF THE FLORIDA KEYS - VNA - HOME HEALTH CARE - UPPER KEYS,
7362,3509,HOSPICE OF THE FLORIDA KEYS - VNA - HOME HOSPICE CARE - UPPER KEYS,
7363,7363,"EMBRACING YOU COUNSELING SERVICES, INC.",
7364,7364,"THE STORMONT KINGS CHESS PROGRAM, INC.",
7365,7365,"UNIFIED COUNSELING & MEDIATION, PLLC.",UCM
7366,7366,COLLIER COUNTY HEAD START,
7367,7367,"AFTER SCHOOL PROGRAMS, INC.",
7369,1606,LEGAL SERVICES - MONROE COUNTY,
7370,6749,LIVE! MODERN SCHOOL OF MUSIC - ADULTS PROGRAM,
7371,6749,LIVE! MODERN SCHOOL OF MUSIC - SUMMER CAMP,
7373,6016,COLLIER COUNTY PUBLIC SCHOOLS - VPK - SABAL PALM ELEMENTARY,
7374,3263,IRC - FINANCIAL COUNSELING,
7377,6368,FAMILY COUNSELING SERVICES - PROJECT EMERGE,
7378,7378,"Y G INSTITUTE, INC.",
7381,2003,SAMARITIAN COUNSELING CENTERS - PINECREST,
7382,2003,SAMARITIAN COUNSELING CENTERS - BAL HARBOUR,
7383,2003,SAMARITIAN COUNSELING CENTERS - CORAL GABLES,
7384,2003,SAMARITIAN COUNSELING CENTERS - MIAMI BEACH,
7385,2003,SAMARITIAN COUNSELING CENTERS - MIAMI SHORES,
7386,1220,M-DCPS - FDLRS NORTH SATELLITE,
7387,6720,MONROE COUNTY PUBLIC SCHOOL DISTRICT - FDLRS - SOUTH MONROE COUNTY,
7388,6016,COLLIER COUNTY PUBLIC SCHOOLS - VPK - POINCIANA ELEMENTARY,
7389,6016,COLLIER COUNTY PUBLIC SCHOOLS - VPK - NAPLES PARK ELEMENTARY,
7391,7391,"HELP A DIABETIC CHILD, INC.",HADC
7392,7392,"META-FAMILY COUNSELING CENTER OF SOUTH FLORIDA, LLC.",MFCC
7393,7393,"LITERACY COUNCIL GULF COAST, INC.",
7394,7393,LITERACY COUNCIL GULF COAST - NAPLES PARK ELEMENTARY,
7395,7393,LITERACY COUNCIL GULF COAST - WORKSITE LITERACY PROGRAM - COLLIERS RESERVE,
7396,7393,LITERACY COUNCIL GULF COAST - WORKSITE LITERACY PROGRAM - BENTLEY VILLAGE,
7397,7393,LITERACY COUNCIL GULF COAST - WORKSITE LITERACY PROGRAM - IMPERIAL GOLF COURSE,
7398,7393,LITERACY COUNCIL GULF COAST - GOLDEN GATE SENIOR CENTER,
7399,935,CITY OF MIAMI BEACH - PARKS AND REC - NORTH SHORE PARK YOUTH CENTER - BUDDY SPORTS,
7400,22,TOWN OF CUTLER BAY - CUTLER RIDGE PARK - AFTER SCHOOL PROGRAM,
7402,304,FIU - CENTER FOR CHILDREN AND FAMILIES - STAND,
7403,7403,"UNITY ON THE BAY, INC.",
7404,7403,UNITY ON THE BAY - FOOD DISTRIBUTION,
7405,4032,NARCOTICS ANONYMOUS - SOUTH DADE AREA,
7406,7406,"MIAMI COUNSELING AND RESOURCE CENTER, INC.",MCRC
7407,935,CITY OF MIAMI BEACH - PARKS AND REC - FAIRWAY PARK,
7408,935,CITY OF MIAMI BEACH - PARKS AND REC - NORMANDY ISLE PARK,
7409,935,CITY OF MIAMI BEACH - PARKS AND REC - SOUTH POINTE PARK,
7411,2259,CARRIE BRAZER - SUMMER SCHOOL AND SUMMER CAMP - SOUTH DADE CAMPUS,
7413,6055,CITY OF MIAMI GARDENS - PARKS AND REC - NORWOOD PARK,
7415,6055,CITY OF MIAMI GARDENS - PARKS AND REC - MIAMI CAROL CITY PARK,
7416,6055,CITY OF MIAMI GARDENS - PARKS AND REC - SCOTT PARK,
7417,6055,CITY OF MIAMI GARDENS - PARKS AND REC - A.J. KING ARTS & DANCE,
7418,6055,CITY OF MIAMI GARDENS - PARKS AND REC - BETTY T. FERGUSON RECREATION COMPLEX,
7420,6055,CITY OF MIAMI GARDENS - PARKS AND REC - ROLLING OAKES STEM,
7422,481,EPILEPSY FOUNDATION - SUPPORT GROUPS - COLLIER,
7423,481,EPILEPSY FOUNDATION - SUPPORT GROUPS - NAPLES,
7424,481,EPILEPSY FOUNDATION - SUPPORT GROUPS - HOMESTEAD,
7425,2126,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS,
7426,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - TAMIAMI PARK,
7427,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - GOODLET PARK,
7428,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - ROLLING OAKS PARK,
7429,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - MICHAEL-ANN RUSSELL JCC,
7430,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - DAVE AND MARY ALPER JCC,
7431,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - ROSCOE WARREN PARK,
7432,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - JOSE MARTI PARK,
7433,7425,SPECIAL OLYMPICS FLORIDA - MD-C - COMMUNITY SPORTS TRAINING PROGRAMS - BETTY T. FERGUSON PARK,
7434,1651,FL DOH M-DC - FAMILY PLANNING,
7435,7434,FL DOH M-DC - FAMILY PLANNING - HEALTH DISTRICT CENTER,
7437,7434,FL DOH M-DC - FAMILY PLANNING - NORTH MIAMI CLINIC,
7438,7434,FL DOH M-DC - FAMILY PLANNING - WEST DADE,
7439,7434,FL DOH M-DC - FAMILY PLANNING - FLORIDA CITY/HOMESTEAD NEIGHBORHOOD CENTER,
7440,1651,FL DOH M-DC - MEDICAID FAMILY PLANNING WAIVER PROGRAM,
7441,1651,FL DOH M-DC - COLORECTAL CANCER CONTROL PROGRAM,
7443,82,CARE RESOURCE - PEDIATRIC CARE - MIDTOWN MIAMI,
7444,7444,"SUNLIGHT OF COLLIER COUNTY, INC.",SUNLIGHT HOME
7445,6234,"HOUSING AUTHORITY OF THE CITY OF KEY WEST - MARATHON HOUSING ASSOCIATES, LTD.",
7446,109,ICFH - VIOLENCE PREVENTION - REDIRECTION PROGRAM - SUNSET CLINIC,
7447,123,ICFH - LITERACY AND EDUCATIONAL DEVELOPMENT - ALL-ABOARD FAMILY LITERACY PROGRAM - CHAPMAN CENTER,
7448,123,ICFH - LITERACY AND EDUCATIONAL DEVELOPMENT - ALL-ABOARD FAMILY LITERACY PROGRAM - SOUTH DADE,
7449,123,ICFH - LITERACY AND EDUCATIONAL DEVELOPMENT - ALL-ABOARD FAMILY LITERACY PROGRAM- COMSTOCK ELEM.,
7450,7450,"FLORIDA BLUE, INC.",BLUE CROSS BLUE SHIELD OF FLORIDA
7451,3941,JUST KIDS CENTERS - THE ACHIEVERS - OUT OF SCHOOL PROGRAM - EAST II,
7452,3941,JUST KIDS CENTERS - THE ACHIEVERS - OUT OF SCHOOL PROGRAM - HOMESTEAD,
7453,2351,KIDZ CITY LEARNING CENTER - SUMMER CAMP - HIALEAH II,
7455,5592,KIDS LEARNING CENTER - INNOVATION SUMMER CAMP - CUTLER BAY,
7456,5592,KIDS LEARNING CENTER - INNOVATION SUMMER CAMP - MIAMI,
7457,3949,KNOWLEDGE BUILDERS OF FLORIDA - SUMMER CAMP PROGRAM,
7458,7458,"NEUROSCIENCE CENTERS OF FLORIDA FOUNDATION, INC.",NSCFF
7459,5556,PEACE LUTHERAN EARLY LEARNING CENTER - VPK PROGRAM,
7460,7460,"DELIVER THE DREAM, INC.",DTD
7461,7458,NSCFF - MULTIPLE SCLEROSIS SUPPORT GROUP,NSCFF
7462,7458,NSCFF - ALZHEIMER'S CAREGIVER HANDS-ON CERTIFICATE COURSE,NSCFF
7464,466,VA - NAPLES VET CENTER,
7465,5129,COLLIER COUNTY COMMUNITY AND HUMAN SERVICES DIVISION - SECTION 8 HUD HOUSING,
7466,2782,OVERTOWN YOUTH CENTER - AFTERSCHOOL PROGRAM,
7467,2486,VVHSC - CHRISTINE CURRY CDC,
7468,3448,VICTORIA'S PLAYHOUSE PRE-K & LEARNING CENTER - KENDALL 2,
7469,2476,WE CARE OF SOUTH DADE - TINY KINGDOM,
7473,817,NORTH MIAMI FOUNDATION - CAREGIVER SUPPORT,
7474,217,VITAS - ALZHEIMER'S SUPPORT GROUP,
7475,217,VITAS - TELECARE,VITAS Healthcare Corporation
7476,217,VITAS - CONTINUING EDUCATION,
7477,817,NORTH MIAMI FOUNDATION - HOMEMAKER/COMPANION SERVICES,
7478,817,NORTH MIAMI FOUNDATION - TELEPHONE REASSURANCE & FRIENDLY VISITS,
7479,817,NORTH MIAMI FOUNDATION - COUNSELING,
7480,5190,YOUTH HAVEN - RESIDENTIAL PROGRAM,
7481,5190,YOUTH HAVEN - DROP-IN CENTER,
7482,5190,YOUTH HAVEN - RESPITE CARE,
7483,6527,RHONDA REES VIVAS - FIBROMYALGIA & AUTO IMMUNE DISORDER SUPPORT GROUP,
7486,3150,SANT LA - RE-EMPLOYMENT SUPPORT,
7487,3150,SANT LA - REFUGEE/ASYLEE/ENTRANCE SUPPORT,
7488,3150,SANT LA - FINANCIAL LITERACY,
7489,3150,SANT LA - TAX PREPARATION,
7491,6895,THE BASILICA OF SAINT MARY STAR OF THE SEA - ST. MARY'S MISSION,
7492,654,FL DOE - VOCATIONAL REHAB - KEY WEST UNIT,
7493,3536,MONROE COUNTY SOCIAL SERVICES - IN-HOME SERVICES,
7494,3536,MONROE COUNTY SOCIAL SERVICES - SPECIAL NEEDS REGISTRY,
7495,2638,FL DOEA - TDD/VOICE ELDER HELPINE,
7496,3971,ONE BLOOD - MIAMI GARDENS DONOR CENTER,
7497,3971,ONE BLOOD - HOLLYWOOD DONOR CENTER,
7498,3971,ONE BLOOD - PERRINE DONOR CENTER,
7499,3971,ONE BLOOD - FORT MYERS DONOR CENTER,
7500,7500,"MENTAL HEALTH RIGHTS ADVOCACY, INC.",MENTAL HEALTH RIGHTS
7501,3806,DOJ - US ATTORNEY VICTIM/WITNESS SERVICES - KEY WEST,
7502,3806,DOJ - US ATTORNEY VICTIM/WITNESS SERVICES - MIAMI,
7503,6927,MCC KEY WEST - COMMUNITY SERVICES,
7504,5550,LOWER KEYS MEDICAL CENTER - DEPOO MEDICAL BUILDING,
7505,6941,FISHERMEN'S COMMUNITY HOSPITAL - KEY COLONY BEACH CONVINIENT CARE,
7506,6941,FISHERMEN'S COMMUNITY HOSPITAL - BIG PINE KEY CONVINIENT CARE,
7507,6922,RHNMC - HEALTH CARE SERVICES - TAVERNIER,
7508,6922,RHNMC - HEALTH CARE SERVICES - MARATHON,
7509,6922,RHNMC - HEALTH CARE SERVICES - KEY WEST,
7510,3101,EARLY LEARNING COALITION - QUALITY COUNTS,
7511,7511,"FLORIDA KEYS AREA HEALTH EDUCATION CENTER, INC.",FKAHEC
7512,7511,FKAHEC - BREAST SCREENING,
7513,7511,FKAHEC - SCHOOL HEALTH CLINICS,
7514,7513,FKAHEC - SCHOOL HEALTH CLINICS - MARATHON HIGH SCHOOL,
